输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,39.032,1089.9242,1091.9461,1092.1708,1080.9378,31.2359,35.1793,49.9386,24.7407
2048.0,1200.0,4,135.0962,4244.7339,4245.5821,4245.6764,4243.2091,31.2087,34.8688,54.6742,26.092
2048.0,1200.0,8,179.6148,8489.3294,8490.6496,8490.8208,8426.5371,40.512,43.1877,58.0932,37.5466
4096.0,1200.0,1,34.6723,2167.7704,2168.2052,2168.2535,2165.8379,32.6465,37.7252,52.5241,27.061
4096.0,1200.0,4,118.8167,8453.5803,8454.0529,8454.1054,8437.6255,31.1884,34.0858,184.8107,26.6525
4096.0,1200.0,8,148.8719,16882.4082,16883.6417,16883.7709,12953.0227,41.7715,47.0833,270.639,39.7561
8192.0,1200.0,1,11.2332,4303.7509,4307.3854,4307.7892,4287.5978,108.1845,117.8589,131.8841,85.5171
8192.0,1200.0,4,42.4922,16890.1956,16890.676,16890.7293,12730.0384,102.1117,108.19,118.3291,80.1161
8192.0,1200.0,8,68.7268,33832.9181,33977.4162,33977.5319,21344.0729,110.9362,121.6896,147.0002,88.2682
12000.0,1200.0,1,11.2726,6273.8844,6277.5835,6277.9945,6257.4439,107.3124,117.0968,136.5107,83.5585
12000.0,1200.0,4,39.7862,24786.5762,24826.1622,24830.5607,15616.6611,102.3057,110.8927,121.8269,79.9181
12000.0,1200.0,8,64.4645,46472.3409,49590.9108,49620.7132,28125.8797,105.783,117.7283,130.4041,82.8794
16000.0,1200.0,1,11.7214,8357.5925,8358.3293,8358.4112,8354.318,101.4899,113.6282,122.9525,78.4063
16000.0,1200.0,4,37.0597,33174.6123,33180.2622,33180.89,20885.1118,102.9138,111.7601,214.1899,80.3365
16000.0,1200.0,8,54.9869,62229.7527,66364.1409,66379.3868,37701.3528,113.332,126.8996,144.5596,90.2635
20000.0,1200.0,1,11.2453,10485.366,10486.8469,10487.0115,10478.7841,104.624,115.7343,124.3874,80.2498
20000.0,1200.0,4,34.4832,41749.261,41861.6036,41874.0861,26333.2436,103.3864,111.7708,119.858,81.2273
20000.0,1200.0,8,50.4199,78200.1736,83428.1251,83465.2403,47311.8521,113.6153,128.9045,142.7134,89.2713
