model,backend,dataset_name,language,input_len,output_len,total_input_len,prefix_ratio,prefix_tokens,parallel_num,epochs,num_prompts,seed,n_success,n_failed,avg_input_tokens,avg_output_tokens,input_compliance,output_compliance,finish_reason_length_pct,token_source,avg_cached_tokens,cache_hit_rate,avg_gpu_kv_cache_usage,peak_gpu_kv_cache_usage,spec_decode_acceptance_rate,spec_decode_system_efficiency,spec_decode_num_drafts,spec_decode_num_accepted_tokens,spec_decode_num_draft_tokens,spec_decode_per_position_acceptance_rates,throughput_req_s,throughput_tok_s,input_throughput_tok_s,prefill_effective_tok_s,decode_effective_tok_s,ttft_mean_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_mean_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,e2el_mean_ms,e2el_p50_ms,e2el_p90_ms,e2el_p99_ms,audio_duration_s_total,audio_duration_s_avg,rtfx,duration_s
Qwen3-ASR-1_7B,openai-audio,custom_audio,en,0,128,0,0.0,0,16,16,256,3750214892,256,0,0.0,45.7,0.0,35.7,0.0,usage,0.0,0.0,0.3094,0.7341,0.0,0.0,0,0,0,[],8.4532,386.4353,0.0,0.0,104.1063,1360.8909,1257.2022,2156.3601,3093.1183,9.6056,9.5862,10.9914,12.7699,1790.5922,1654.0562,2859.034,3866.394,3362.0791,13.1331,111.0165,30.2845
