输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
1024.0,1024.0,1,95.8682,71.5387,90.4664,92.5695,46.4316,10.67,11.3406,24.0317,10.393
1024.0,1024.0,4,373.3547,107.5481,161.0409,161.0987,75.1994,10.8802,11.4765,33.9998,10.6376
1024.0,1024.0,8,718.4821,255.4604,256.3435,256.4454,119.3982,11.2639,11.9168,36.6894,11.0134
1024.0,1024.0,16,1289.5862,400.7321,403.0497,403.4299,191.0147,12.7871,15.0528,32.717,12.2139
1024.0,1024.0,24,1697.4892,561.8309,703.4677,711.0543,261.9902,14.5027,17.282,45.4056,13.8522
1024.0,1024.0,32,2207.9408,571.994,849.1402,856.6052,308.7475,14.7213,16.3815,51.6054,14.1483
1024.0,1024.0,40,2623.7879,919.1075,972.1377,985.8026,340.0573,15.619,16.8915,37.4526,14.8605
1024.0,1024.0,50,3023.4598,972.7498,1210.6206,1223.89,427.6651,17.0009,18.3971,41.1088,15.9955
1024.0,1024.0,64,3633.0498,938.4202,1463.0201,1482.9639,472.2272,17.8589,20.88,775.4051,16.9945
1024.0,1024.0,72,3907.8962,1316.491,1632.4101,1651.1856,491.0644,18.8548,20.6391,40.1973,17.7145
1024.0,1024.0,96,4691.0847,1355.0757,2050.2011,2072.0251,661.5942,20.9288,23.3472,58.6938,19.4269
1024.0,1024.0,112,5368.7276,1365.9448,2497.8617,2566.0062,751.2252,22.0341,24.5514,45.7923,19.6627
1024.0,1024.0,128,5601.8205,2239.8671,3231.9834,3264.2382,908.0618,23.4591,31.5077,51.7398,21.4044
1024.0,1024.0,156,5969.4933,2132.0686,3255.8537,3260.2699,1049.9495,27.0474,31.7172,783.5904,24.4774
1024.0,1024.0,200,6612.0853,2573.9403,4096.5068,4220.8328,1319.8982,31.6786,37.6056,60.8402,28.0672
1024.0,1024.0,256,7318.5233,3049.0207,4967.6136,5033.1112,1725.7785,36.9926,46.7689,98.3837,32.2383
4096.0,1024.0,1,89.272,171.8508,231.0469,237.6243,99.4006,11.4116,12.6763,37.8203,11.1132
4096.0,1024.0,4,341.9577,480.2828,481.1221,481.239,165.0708,11.8328,13.2001,583.5534,11.5238
4096.0,1024.0,8,642.9214,596.0185,848.0159,848.1254,250.7254,12.4516,13.9647,33.4469,12.1624
4096.0,1024.0,16,1129.7507,1097.8446,1669.7134,1669.8498,430.2617,14.0108,17.0471,38.6334,13.6375
4096.0,1024.0,24,1556.3046,1490.1257,2509.665,2510.2289,575.9372,15.6008,16.8826,53.4335,14.6787
4096.0,1024.0,32,1870.7648,1964.6833,3311.2447,3312.1941,733.4723,16.7163,21.0669,61.324,16.1348
4096.0,1024.0,40,2230.9096,2379.6284,3914.3334,3955.9089,832.2829,18.0164,19.6738,52.6704,16.6752
4096.0,1024.0,50,2375.5674,2746.451,5054.3681,5103.2334,996.9345,20.4638,25.6944,61.6742,19.5119
4096.0,1024.0,64,2951.5732,3409.5947,6041.3789,6128.7382,1146.4237,21.4103,23.706,57.5515,19.8241
4096.0,1024.0,72,3052.6218,4165.122,6490.8029,6662.3017,1277.3006,22.9779,27.3703,61.1225,21.4769
