输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,49.2099,446.1828,448.2139,448.4396,437.1559,28.8264,33.0,37.0298,19.9797
2048.0,1200.0,4,191.4328,1648.9854,1649.4765,1649.5311,1622.9763,27.6493,32.1588,35.2413,19.5596
2048.0,1200.0,8,306.5633,3255.1816,3256.6517,3256.84,3227.5789,30.716,33.923,46.2231,23.4236
4096.0,1200.0,1,47.0827,845.1452,846.8205,847.0067,837.6991,29.5012,33.002,34.9956,20.5647
4096.0,1200.0,4,178.058,3253.3822,3254.2287,3254.3228,3236.4099,27.7927,32.3026,38.2942,19.784
4096.0,1200.0,8,277.5157,6042.4189,6451.2566,6456.5654,5740.9327,29.006,33.2065,260.2042,23.4784
8192.0,1200.0,1,22.5487,1699.4351,1705.2678,1705.9159,1673.5122,59.8627,69.4541,75.1045,42.9819
8192.0,1200.0,4,83.8683,6483.564,6528.1034,6533.0522,5298.4123,59.0253,69.9273,259.8199,42.2973
8192.0,1200.0,8,151.9746,12899.3974,12924.067,12924.1267,8740.059,58.4482,72.4965,83.0235,41.9091
12000.0,1200.0,1,22.4842,2500.8702,2509.1971,2510.1223,2463.8617,59.3008,70.4139,81.2686,42.4511
12000.0,1200.0,4,78.5523,9585.9052,9586.3743,9586.4264,7221.3044,59.6451,73.0419,84.3718,42.9761
12000.0,1200.0,8,123.3857,19058.8736,19102.4595,19102.5328,12016.3392,65.0344,80.549,259.1526,48.9775
16000.0,1200.0,1,22.6294,3331.7868,3341.9199,3343.0458,3286.7507,59.1099,70.0295,75.6686,41.4759
16000.0,1200.0,4,73.2394,12877.2867,12877.6721,12877.7149,9669.9511,60.5162,76.4476,91.3409,43.9576
16000.0,1200.0,8,110.0397,25493.6753,25526.1053,25526.1789,16070.7769,65.6722,83.679,203.7268,51.4886
20000.0,1200.0,1,21.647,4197.4546,4209.4239,4210.7538,4144.2579,59.7652,70.1418,84.5033,42.7696
20000.0,1200.0,4,69.7681,16378.4231,16427.4041,16432.8464,10402.4214,59.7934,73.5366,85.7973,43.6866
20000.0,1200.0,8,101.9933,30449.6702,32518.7779,32549.9699,18478.5922,64.0473,87.7473,95.5534,51.4249
