输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,38.69,338.67,338.87,338.89,337.78,32.25,33.47,34.57,28.28
2048,1200,4,140.98,1216.81,1217.11,1217.14,1213.87,36.14,36.91,792.81,31.75
2048,1200,8,220.9,2456.4,2456.76,2456.82,2454.81,37.04,39.14,41.86,34.19
2048,1200,16,352.3,4926.73,4927.44,4927.5,4923.66,42.76,45.27,741.19,41.34
4096,1200,1,37.35,619.6,620.14,620.2,617.22,32.95,34.02,35.25,28.08
4096,1200,4,126.99,2497.71,2498.05,2498.08,2492.83,34.71,35.52,37.13,30.34
4096,1200,8,188.04,4996.49,4996.98,4997.06,4992.94,39.77,40.7,820.57,38.41
4096,1200,16,297.21,10314.21,10315.03,10315.19,9819.95,46.79,48.04,53.61,45.41
8192,1200,1,36.52,1281.71,1282.2,1282.25,1279.57,27.71,33.01,33.99,26.34
8192,1200,4,118.69,5165.55,5165.79,5165.82,5158.09,30.72,33.71,36.31,29.43
8192,1200,8,182.29,10322.42,10322.84,10322.91,9283.91,39.01,41.09,44.99,35.31
8192,1200,16,222.9,20467.56,20468.45,20468.57,15930.22,55.73,57.17,788.39,54.73
8192,1200,32,301.3409,40797.8701,40807.6609,40807.8902,26680.745,74.0787,80.2796,408.1285,72.1745
8192,1200,64,369.4093,81116.1644,81553.2025,81553.3022,48376.7232,109.0651,119.6032,746.0913,105.3969
12000,1200,1,35.84,1973.64,1975.62,1975.84,1964.8,27.59,28.83,32.93,26.28
12000,1200,4,107.4,7739.24,7739.47,7739.49,7558.32,32.95,37.74,40.86,30.81
12000,1200,8,160.47,15398.73,15407.67,15407.71,12042.5,39.35,45.2,48.97,37.02
12000,1200,16,181.49,30727.87,30786.41,30786.46,20455.5,64.21,69.06,85.43,62.53
16000,1200,1,33.42,2713.85,2714.01,2714.02,2713.17,29.61,33.84,37.22,27.68
16000,1200,4,95.19,10787.57,10787.8,10787.82,10769.15,38.53,39.65,42.2,33.05
16000,1200,8,142.66,21520.21,21537.69,21537.74,17161.5,39.48,42.39,48.08,38.14
16000,1200,16,150.27,43714.81,43851.7,43851.84,28846.24,71.75,79.19,95.81,70.27
20000,1200,1,31.18,3507.74,3508.56,3508.65,3504.09,33.21,34.35,37.07,29.18
20000,1200,4,89.32,13906.71,13917.72,13918.95,10656.6,35.33,38.03,42.74,33.2
20000,1200,8,125.21,27563.8,27746.41,27746.55,18726.64,44.04,47.28,52.2,40.78
20000,1200,16,127.35,52293.78,55585.83,55588.36,33303.7,81.81,91.13,108.61,79.34
