输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,35.879,559.4786,559.5764,559.5872,559.0439,28.0232,28.4177,34.5988,27.4284
2048,1200,4,122.2483,2209.7339,2209.8839,2209.9005,2205.959,31.467,31.9102,428.4375,30.9066
2048,1200,8,193.211,4427.3962,4427.5095,4427.5206,4417.9502,38.6711,39.2006,49.6401,37.7529
2048,1200,16,269.3848,8895.0188,8895.4596,8895.5373,8889.2107,53.1542,53.9933,712.2327,52.0246
4096,1200,1,33.5768,1090.2156,1090.922,1091.0005,1087.0759,29.5418,32.6473,34.3288,28.9005
4096,1200,4,110.4256,4505.8445,4506.0026,4506.0202,4503.6083,33.1184,33.448,36.8819,32.4959
4096,1200,8,165.6554,9048.4353,9048.5582,9048.5733,9037.9597,42.106,42.5374,50.2998,40.7912
4096,1200,16,220.3616,18386.3087,18386.6489,18386.65,16092.4131,58.9271,59.8831,79.3703,57.4492
8192,1200,1,33.3959,2344.8044,2345.2052,2345.2497,2343.0232,28.4164,28.7849,32.5773,28.0139
8192,1200,4,95.3596,9364.1858,9364.3916,9364.4145,9362.753,35.0237,35.6926,42.1726,34.1709
8192,1200,8,140.0488,18730.6336,18730.8413,18730.849,14958.099,42.0661,42.4282,393.7085,41.5512
8192,1200,16,158.542,37901.2893,37953.5632,37953.6516,28625.7043,70.7984,71.7716,334.7999,69.5352
8192,1200,32,183.8209,74004.0877,74069.9708,74070.026,45909.9306,114.1402,120.0898,582.4619,112.3969
8192,1200,64,197.7989,140619.6256,338790.8749,338791.3117,96405.0252,46.9278,55.213,80.6108,42.7305
12000,1200,1,31.5216,3634.8621,3637.511,3637.8053,3623.0889,29.1475,29.5223,32.5306,28.7285
12000,1200,4,84.2338,14135.5329,14135.6485,14135.6614,14111.4626,36.5519,37.3477,44.3806,35.7329
12000,1200,8,117.0799,28227.4647,28230.4841,28230.5479,21459.7933,45.3668,46.7736,49.7624,44.824
12000,1200,16,124.9248,56443.144,56480.806,56480.9385,36253.8821,82.4551,83.4883,120.46,81.0501
16000,1200,1,30.3285,4869.2472,4869.4694,4869.4941,4868.2594,29.3729,29.746,33.0369,28.9392
16000,1200,4,74.6925,19468.501,19468.6926,19468.7139,17675.7002,37.7449,38.1299,44.8805,37.3487
16000,1200,8,99.6758,38956.5367,39023.7696,39023.8538,27521.9496,48.3104,48.7511,63.5978,47.8121
16000,1200,16,101.4961,77652.6551,77874.2632,77874.3104,49830.916,94.5067,101.5049,346.3066,92.8122
20000,1200,1,28.7799,6375.1986,6375.277,6375.2858,6374.8498,29.9323,30.2195,31.8786,29.4577
20000,1200,4,66.6256,25336.1594,25350.6103,25352.216,19312.8873,39.639,40.3556,44.6145,38.9418
20000,1200,8,85.6847,50298.463,50381.3605,50391.8012,32600.6665,52.8778,56.5725,69.4593,51.4247
20000,1200,16,84.7492,95823.6672,101168.0665,101197.6107,58804.2013,106.7972,117.4582,173.1404,104.5563
