输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,500.0,1,34.0433,1817.8555,1818.0569,1818.0792,1816.9606,25.8314,26.0568,26.5298,25.791
2048.0,500.0,4,87.126,7158.8956,7160.0279,7160.1537,6654.0017,32.2142,32.3608,33.4365,31.6593
2048.0,500.0,8,132.4502,14247.6181,14249.516,14249.7916,13939.5219,32.522,32.6894,34.626,31.9671
4096.0,500.0,1,29.5438,3644.5358,3645.0372,3645.0929,3642.3075,26.8887,27.0855,27.962,26.6161
4096.0,500.0,4,60.3625,14413.6739,14415.0136,14415.1625,13810.0957,38.0663,38.3754,40.0902,37.5144
4096.0,500.0,8,83.938,28767.6,28773.2193,28773.271,26181.5266,38.4026,38.7615,42.1631,37.8388
8192.0,500.0,1,21.9529,7437.8216,7439.34,7439.5087,7431.0733,30.9307,31.5822,34.3209,30.752
8192.0,500.0,4,36.2798,29435.0131,29435.9076,29436.007,25824.6342,52.0891,52.7316,55.8011,51.4823
8192.0,500.0,8,47.0988,57778.9895,59031.8931,59083.0698,44779.7415,52.4179,53.5515,291.8124,52.1219
12000.0,1200.0,1,24.0507,11075.5533,11076.0671,11076.1241,11073.2697,32.6743,33.0121,34.2192,32.3786
12000.0,1200.0,4,40.029,43972.2824,43976.0151,43976.4298,34014.0179,64.7259,65.33,70.3916,63.3315
12000.0,1200.0,8,58.2245,86951.8389,88289.4592,88363.0956,57215.8068,65.3822,65.9742,74.9796,64.0105
16000.0,1200.0,1,21.5072,15020.6012,15022.5537,15022.7707,15011.9235,34.34,34.6843,36.1358,34.0154
16000.0,1200.0,4,32.0607,59818.8088,60036.4752,60060.6603,46708.2768,76.3234,76.9174,82.731,74.9145
16000.0,1200.0,8,45.819,118033.619,119348.6046,119351.3642,77939.3731,76.5855,77.2841,88.5877,75.1974
20000.0,1200.0,1,19.382,19213.6606,19221.7902,19222.6934,19177.5291,35.943,36.628,38.569,35.6435
20000.0,1200.0,4,26.7486,76132.5056,76147.4794,76149.1432,59922.1,87.5281,88.106,95.3607,86.1584
20000.0,1200.0,8,37.3485,151352.7701,152896.814,152992.3692,100273.0417,88.4037,89.0942,102.8011,87.0323
