输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,42.0771,274.142,274.5358,274.5796,272.3916,24.1107,28.1589,42.7329,23.5581
2048.0,1200.0,4,150.2344,933.464,934.3399,934.4372,932.4558,26.9681,29.8355,42.324,25.868
2048.0,1200.0,8,284.3059,1952.0969,1952.4161,1952.4587,1949.3932,27.3507,30.228,42.1742,26.5326
4096.0,1200.0,1,41.239,499.9446,500.1251,500.1451,499.1427,24.5124,28.2692,43.299,23.8523
4096.0,1200.0,4,142.6616,1965.6173,1965.6617,1965.6667,1961.7419,27.4821,30.3003,42.7208,26.4237
4096.0,1200.0,8,260.9915,3856.3896,3874.2572,3876.1091,3846.1938,28.2305,31.9004,65.2669,27.4385
8192.0,1200.0,1,40.4059,984.52,984.7671,984.7946,983.4216,24.5643,29.2242,43.0995,23.9484
8192.0,1200.0,4,133.5791,3959.3903,3970.4156,3971.6406,3943.4581,27.2878,30.3663,526.4933,26.6531
8192.0,1200.0,8,215.175,8015.493,8030.1476,8030.2047,7194.5862,31.159,36.4245,578.9295,30.5229
12000.0,1200.0,1,39.0571,1531.5625,1533.1592,1533.3366,1524.4662,25.0206,28.706,40.5914,24.3526
12000.0,1200.0,4,119.2755,6069.8852,6069.8999,6069.9015,6049.9747,31.993,33.5771,46.4403,28.4928
12000.0,1200.0,8,182.5622,12072.086,12075.9332,12075.9767,9531.0378,35.9095,39.1716,52.5732,33.7609
16000.0,1200.0,1,38.2452,2130.2618,2131.965,2132.1543,2122.6918,25.0152,28.9037,40.5233,24.3974
16000.0,1200.0,4,113.4906,8410.5304,8410.8559,8410.8921,7749.8688,29.4299,32.84,45.4866,28.2523
16000.0,1200.0,8,157.0618,16782.5257,16788.4046,16788.4529,13606.3997,38.3806,43.3644,54.7152,36.9479
20000.0,1200.0,1,37.421,2752.0626,2752.7396,2752.8148,2749.0541,25.0495,28.8537,42.0801,24.4514
20000.0,1200.0,4,102.8495,10872.2558,10877.0956,10877.6334,8766.005,30.9948,36.4309,46.8398,29.8394
20000.0,1200.0,8,136.0438,20848.622,21739.2835,21740.2228,14520.1349,42.1914,47.1111,56.9186,40.6954
