输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
512.0,1024.0,1,68.0693,62.4982,67.6318,68.2022,52.991,15.0121,17.3228,33.2721,14.6493
512.0,1024.0,4,288.8651,90.2209,153.7795,153.852,80.4747,14.7361,15.7828,25.3213,13.767
512.0,1024.0,8,569.7797,219.9279,221.114,221.2228,118.4302,14.2264,15.6024,23.3303,13.9216
512.0,1024.0,16,1056.2947,383.6355,385.9832,386.2877,176.271,16.1205,17.6156,43.7713,14.9691
512.0,1024.0,24,1338.4286,1451.811,1455.3104,1455.7477,432.4066,18.4088,22.8468,42.9667,17.499
512.0,1024.0,32,1853.109,592.5965,598.4047,601.6237,274.75,18.3601,21.5538,54.1041,16.9893
512.0,1024.0,40,2112.5129,717.6926,775.4059,788.5352,366.264,19.8829,25.6033,60.3321,18.5455
512.0,1024.0,50,2466.4338,673.7736,944.3214,955.1092,412.5821,21.5599,29.2335,60.124,19.7872
512.0,1024.0,64,3035.9229,744.7423,1213.5604,1225.7866,450.3342,22.4656,31.6526,55.6427,20.5559
512.0,1024.0,72,2886.3086,1290.675,1299.546,1357.4035,480.6017,26.7709,33.8077,54.8027,24.3779
512.0,1024.0,96,3660.2695,1360.7043,1642.812,1665.7544,630.0029,28.6192,38.2013,69.6955,25.4201
512.0,1024.0,112,4076.3938,1767.4979,1993.9101,2073.0947,935.8868,30.7891,39.7747,76.1533,26.3289
512.0,1024.0,128,4473.3018,1349.7274,2141.446,2177.1393,693.6603,32.9749,43.5457,72.0484,27.6198
512.0,1024.0,156,3941.1461,1444.4859,2480.7086,2554.1826,857.9275,42.5862,50.9439,79.738,38.3992
512.0,1024.0,200,4785.8687,2863.6394,3943.8779,4070.9423,1175.6952,46.5486,57.5744,80.7224,39.9492
512.0,1024.0,256,5479.7906,2638.2225,3807.3088,3979.6031,1298.4063,55.2861,71.0354,1076.1721,44.6532
1024.0,1024.0,1,67.8,85.2844,103.9861,106.064,62.6465,15.0007,16.5,32.6203,14.6989
1024.0,1024.0,4,264.1328,202.6498,204.002,204.2551,100.2607,15.3438,17.3917,44.609,15.0444
1024.0,1024.0,8,543.063,348.2668,349.5084,349.6027,148.3235,15.6201,16.982,30.6525,14.5833
1024.0,1024.0,16,961.577,659.3592,663.2069,664.3909,244.4297,17.0176,19.6427,39.5151,16.388
1024.0,1024.0,24,1310.0752,715.1179,873.5373,875.6151,301.5173,19.0635,21.109,44.4884,17.9936
1024.0,1024.0,32,1684.7374,768.0816,1182.059,1188.4834,368.1504,19.7836,21.764,45.2159,18.5835
1024.0,1024.0,40,1885.8078,1329.9563,1449.7882,1450.4054,431.112,21.8924,35.2654,79.4342,20.707
1024.0,1024.0,50,2189.2646,1388.7928,1747.4095,1761.3861,527.6298,24.2338,40.4283,80.8861,22.1718
1024.0,1024.0,64,2625.7611,1412.2185,2113.6883,2133.6554,558.6729,28.5754,45.3402,63.3197,23.6253
1024.0,1024.0,72,2505.3802,1612.6412,2331.7759,2353.3164,837.3982,31.6058,46.4878,67.6313,27.66
1024.0,1024.0,96,3240.614,1966.7837,3205.7119,3238.872,808.2004,33.5768,49.6839,74.5327,28.4304
1024.0,1024.0,112,3586.4072,2447.0766,3764.967,3802.2935,922.7996,35.5455,52.7742,79.314,29.7741
1024.0,1024.0,128,3815.8029,2489.0893,3953.1451,3958.6632,1073.7958,39.7534,56.7008,84.9286,31.8543
1024.0,1024.0,156,3567.8416,3026.5759,4641.1884,4644.1034,1232.1396,47.8943,61.3096,88.4901,41.8802
1024.0,1024.0,200,4301.1509,3224.1875,5900.6434,5905.8145,1505.8583,49.7557,62.7437,1003.6823,44.0246
1024.0,1024.0,256,4698.8212,4276.7423,7598.7348,7741.4061,1970.0666,62.5285,80.0995,6074.4751,49.8743
4096.0,1024.0,50,1728.2906,4135.5093,7038.3006,7247.4774,1369.1477,29.2231,40.6398,82.2713,26.9277
4096.0,1024.0,64,2117.6963,5006.762,8979.7107,9004.2952,1457.8423,30.9716,39.8426,67.9331,27.8101
4096.0,1024.0,72,1977.4139,5183.6206,9828.4128,10061.1976,1594.0224,37.0676,49.1536,90.8768,33.5724
