输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,24.9741,897.1184,897.2764,897.294,896.4159,39.867,41.2136,58.5361,39.3267
2048.0,1200.0,4,77.1542,3609.8518,3610.3455,3610.4003,3609.1442,49.5863,51.3678,74.5719,48.8762
2048.0,1200.0,8,124.1694,7678.3196,7678.8727,7678.9424,7673.1577,59.0626,60.3408,85.0928,58.0792
4096.0,1200.0,1,23.5585,1781.333,1781.3334,1781.3334,1781.3316,41.5357,44.37,67.2012,40.9968
4096.0,1200.0,4,68.5748,7802.6551,7803.4087,7803.4925,7789.5848,52.6802,54.4008,68.5543,51.8804
4096.0,1200.0,8,107.2043,14959.1142,14989.8963,14990.7368,14936.4327,63.2262,65.0587,89.6655,62.1726
8192.0,1200.0,1,22.8796,3811.6434,3811.7112,3811.7187,3811.3421,41.0082,41.6168,54.4976,40.5641
8192.0,1200.0,4,60.3099,15577.898,15609.5508,15613.0678,15538.864,54.1023,56.71,581.4537,53.3743
8192.0,1200.0,8,85.341,31680.1189,31742.6667,31742.8188,24084.7956,68.7142,70.7581,554.4779,67.3862
12000.0,1200.0,1,21.2901,6377.524,6378.4049,6378.5028,6373.6086,42.1059,43.0657,52.1027,41.6928
12000.0,1200.0,4,52.4471,23974.0042,23974.8893,23974.9876,18720.6494,57.1648,59.9061,84.2056,56.3341
12000.0,1200.0,8,70.0381,47961.4758,47978.5171,47978.5766,34892.4597,75.428,78.5136,106.2976,74.2885
16000.0,1200.0,1,20.445,8180.07,8181.4454,8181.5982,8173.9569,42.6038,44.3673,54.4052,42.134
16000.0,1200.0,4,46.2376,32993.8314,32993.8706,32993.875,26545.601,59.9318,62.3058,83.2468,59.0939
16000.0,1200.0,8,59.0772,65771.4866,65829.2126,65829.2799,45659.4298,82.0335,85.8347,114.5405,80.6505
20000.0,1200.0,1,19.2342,10687.4941,10688.8621,10689.0141,10681.4141,43.6045,44.8742,56.4544,43.1247
20000.0,1200.0,4,40.8829,42555.2555,42570.3491,42572.0262,32070.8943,63.3455,65.8712,87.9873,62.4124
20000.0,1200.0,8,41.2023,127927.0325,181334.854,181372.3145,65596.2745,43.5879,45.4417,57.3201,43.154
