输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2028.0,1024.0,16,2880.7197,219.6903,263.429,263.4953,161.0633,6.0505,9.6814,17.1352,5.3825
2028.0,1024.0,24,3280.6852,326.3,405.8453,408.3938,213.6628,7.7098,12.0465,22.9417,7.0734
2028.0,1024.0,32,4244.6156,339.9697,458.8173,459.2142,256.3465,7.8323,13.7726,26.6165,7.252
2028.0,1024.0,40,4549.7477,942.4097,952.0592,978.7059,382.7371,9.345,14.2698,37.0637,8.2995
2028.0,1024.0,50,5562.9581,546.6219,655.9157,675.4899,353.6783,9.2345,13.7421,39.3671,8.5084
2028.0,1024.0,64,6601.1267,621.7911,820.9863,844.0032,409.2243,10.1901,16.4876,36.324,9.1104
2028.0,1024.0,72,6902.501,699.6712,889.7234,910.977,435.7944,10.9855,15.6046,34.7794,9.767
2028.0,1024.0,96,7815.2741,1139.394,1409.4246,1413.547,713.6554,12.7037,17.19,52.9103,11.257
2028.0,1024.0,112,8490.8739,1233.7473,1423.2924,1669.4209,750.2053,13.451,18.5127,38.3028,11.9911
2028.0,1024.0,128,8906.7438,1508.0768,1794.4366,1802.5229,805.3376,14.8639,23.4176,42.7424,13.0562
2028.0,1024.0,156,9206.3453,1891.6341,2313.8719,2453.3553,1069.7373,17.2669,21.3777,687.0975,15.2969
2028.0,1024.0,200,10355.1547,2331.8265,2894.2364,3060.2764,1296.7678,20.1867,26.1341,59.2637,17.3776
2028.0,1024.0,256,11055.7009,3203.8863,4034.7879,4136.4351,1824.4902,23.8956,32.9939,63.8528,20.4836
2028.0,1024.0,300,11287.3603,3484.0589,4392.0192,4597.7382,1963.9421,27.6575,39.778,508.1768,23.7848
2028.0,1024.0,400,11437.3535,5396.148,6505.5513,6802.8956,3063.6371,35.5601,52.0521,714.298,30.4754
2028.0,1024.0,500,11831.0949,7088.6273,8647.7355,9049.3617,3974.1743,43.4464,63.7918,797.7882,36.728
8192.0,1024.0,1,188.8476,136.3056,157.5375,159.8966,111.323,5.5795,7.3057,18.8891,5.1859
8192.0,1024.0,4,733.724,231.448,330.7638,332.7149,178.7214,5.8208,8.9304,15.3687,5.2568
8192.0,1024.0,8,1273.6833,449.9885,544.8817,548.0959,270.1968,6.5252,9.8834,37.0155,5.9746
8192.0,1024.0,16,2054.5803,646.6306,923.5576,931.4334,385.4597,7.8397,9.4274,30.8031,7.3393
8192.0,1024.0,24,2555.5841,948.9736,1390.3085,1414.1953,527.5339,9.2349,13.405,586.7555,8.7593
8192.0,1024.0,32,2976.7229,1127.4233,1788.9954,1824.8105,662.0404,10.8138,15.9477,53.4075,9.9446
8192.0,1024.0,40,3184.0986,1214.0844,1787.7093,1831.018,709.0089,12.5065,17.6765,659.1667,11.6799
8192.0,1024.0,50,3456.0833,1440.1986,2535.2674,2556.4274,845.165,14.0971,16.1018,55.2512,13.2347
8192.0,1024.0,64,4012.297,1848.6434,2969.3944,3076.7893,1081.3998,15.3787,18.6241,59.5771,14.3377
8192.0,1024.0,72,4028.5108,2053.2397,3437.132,3594.6465,1186.2827,17.1288,20.3421,62.0557,15.9905
8192.0,1024.0,96,4509.2647,3024.4585,4686.952,4770.9037,1698.3622,20.0779,23.7484,68.5486,18.6466
8192.0,1024.0,112,4591.7476,3696.9925,4847.4356,4974.1923,2084.7613,22.8376,26.6079,67.4299,21.1428
8192.0,1024.0,128,4794.969,4096.6025,5675.069,5856.557,2218.0539,25.2135,37.5204,84.26,23.2666
8192.0,1024.0,156,4948.1121,5174.7363,7155.522,7564.6395,2843.0164,29.9443,34.9222,71.6898,27.1071
8192.0,1024.0,200,5193.0522,6968.918,8577.6268,8598.4954,3738.1062,36.1341,42.3084,71.0649,32.8333
8192.0,1024.0,256,5500.7636,9010.0907,10062.9951,10533.0844,4797.543,41.8889,90.6895,13032.5098,38.314
8192.0,1024.0,300,4815.9661,10001.2689,11485.7985,12240.7606,5609.274,46.7414,112.3594,40065.052,46.6234
8192.0,1024.0,400,4946.1897,56857.4142,60037.9085,61254.315,19233.8921,27.0331,33.5183,90.8207,24.2036
8192.0,1024.0,500,5102.8128,62254.6665,65882.5224,66768.889,26505.5833,40.0883,47.8834,142.6564,35.9643
