输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
512.0,1024.0,1,284.3,40.4447,41.3413,41.4409,33.2044,3.9245,6.5568,23.9569,3.4909
512.0,1024.0,4,1061.9926,75.3194,76.4761,76.691,55.9779,4.3315,7.0541,19.7164,3.7151
512.0,1024.0,8,1938.7137,88.5411,90.5391,90.8722,79.1361,4.51,7.4006,28.4798,4.0422
512.0,1024.0,16,3418.1594,196.6121,198.6069,198.8009,128.8347,5.5523,9.2089,16.1846,4.552
512.0,1024.0,24,3296.4916,236.7796,240.6484,241.1539,154.7481,8.1523,12.625,26.3079,7.1177
512.0,1024.0,32,5536.2032,246.04,251.3625,252.8014,184.5953,6.6257,10.9485,41.2386,5.5998
512.0,1024.0,40,4682.0598,269.0891,302.967,313.6539,213.4585,9.2765,14.3258,32.616,8.2862
512.0,1024.0,50,5809.9782,501.8444,519.0078,578.3286,269.9625,10.2091,16.9318,34.199,8.2714
512.0,1024.0,64,8471.8667,383.0116,397.3979,406.2532,256.1517,8.716,13.6493,642.4941,7.2819
512.0,1024.0,72,9557.5978,396.3353,497.2685,524.9676,269.5604,8.3194,12.5652,23.9536,7.1517
512.0,1024.0,96,11673.6293,635.1435,829.7228,908.7895,390.9282,9.047,12.7865,31.8903,7.6432
512.0,1024.0,112,12268.0875,550.4128,809.0769,857.069,313.1595,10.5332,15.5438,30.4462,8.7092
512.0,1024.0,128,13327.5158,1065.0348,1187.8559,1189.9125,506.7212,11.2231,16.0509,26.9591,8.9856
512.0,1024.0,156,14082.6233,695.0482,1091.5335,1147.6681,402.9416,13.1851,19.3379,40.2048,10.4727
512.0,1024.0,200,14781.8452,1442.0621,1795.4901,1927.9603,713.665,15.8164,25.0105,55.2339,12.4057
512.0,1024.0,256,16125.3099,2064.9742,2712.2128,2820.3727,992.7087,18.4435,29.1339,49.9355,14.3366
512.0,1024.0,300,16603.3207,2343.7224,2818.3385,2988.6186,1275.3807,19.9322,32.6723,575.0985,16.3373
512.0,1024.0,400,18010.746,1938.1686,3098.7114,3852.0072,1061.3938,25.5232,37.8194,607.0035,20.6158
512.0,1024.0,500,18263.8702,3591.9154,4195.7127,4759.4801,1884.0659,30.7799,48.9784,681.2087,24.7317
2028.0,1024.0,1,204.8391,67.3484,81.685,83.278,50.5696,5.6937,8.5807,13.1267,4.8313
2028.0,1024.0,4,819.773,153.0369,155.099,155.4847,83.3331,5.8052,8.9856,10.7889,4.7905
2028.0,1024.0,8,1649.0002,185.3687,186.6202,186.7893,111.1285,5.4805,9.0769,13.8391,4.7343
