输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,36.2916,1132.5665,1133.3381,1133.4238,1129.1376,32.7429,35.4396,51.0713,26.643
2048.0,1200.0,4,133.6402,4304.6009,4305.0407,4305.0895,4301.2265,31.9019,34.2061,46.9998,26.2695
2048.0,1200.0,8,192.014,8435.4391,8436.9261,8437.149,8431.565,36.8191,40.2876,56.148,34.663
4096.0,1200.0,1,34.5866,2211.5739,2215.4876,2215.9224,2194.1797,32.7661,35.5433,53.0412,27.1118
4096.0,1200.0,4,119.9972,8454.5549,8494.6679,8499.125,7670.036,31.6589,33.7811,44.6644,26.2995
4096.0,1200.0,8,161.4106,15889.4797,16989.0509,17004.487,15088.6635,37.8468,40.8823,286.6328,35.459
8192.0,1200.0,1,10.4101,4352.6965,4353.184,4353.2382,4350.53,113.6065,121.85,137.0859,92.5029
8192.0,1200.0,4,39.6051,16998.0158,17047.6898,17053.2092,13844.343,108.7785,116.7029,130.3144,86.8766
8192.0,1200.0,8,63.2221,33981.854,34088.5598,34088.6975,23064.0884,119.1454,131.8659,155.9117,98.2905
12000.0,1200.0,1,10.439,6343.3547,6345.3934,6345.6199,6334.2941,112.4331,120.9827,127.4762,90.5855
12000.0,1200.0,4,36.966,25082.2413,25082.7775,25082.8371,18910.3849,108.5315,116.1863,121.7005,87.3812
12000.0,1200.0,8,57.8326,49963.7012,50025.473,50025.6523,31504.7545,119.6097,132.8575,166.1789,96.7548
16000.0,1200.0,1,10.4858,8395.3588,8400.3239,8400.8755,8373.2921,110.4738,120.2819,130.0113,88.4572
16000.0,1200.0,4,34.4693,33153.7419,33155.2131,33155.3766,24968.8416,109.2121,119.5485,294.6598,88.5017
16000.0,1200.0,8,52.0347,66257.3492,66310.9441,66311.2143,41805.1461,120.8102,137.3969,163.4887,98.5779
20000.0,1200.0,1,9.5951,10631.9045,10634.0835,10634.3256,10622.2201,114.9413,122.4682,128.745,95.4432
20000.0,1200.0,4,32.3718,42143.7682,42179.4006,42183.3598,26556.8924,109.7496,119.8554,140.6814,88.4894
20000.0,1200.0,8,47.9684,79256.3159,84511.7063,84532.1998,48038.3696,120.5439,138.631,271.9927,96.4463
