输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
512.0,1024.0,1,43.6712,74.87,88.8896,90.4473,56.1721,23.2963,24.74,319.7735,22.8639
512.0,1024.0,4,172.7266,189.1922,190.0513,190.1786,93.7955,23.5235,24.5329,31.466,23.0749
512.0,1024.0,8,338.675,305.1154,306.2975,306.4704,132.9104,23.9641,25.1653,34.6575,23.4983
512.0,1024.0,16,674.7927,567.9093,570.1591,570.438,207.8723,24.2935,26.1592,44.3274,23.5085
512.0,1024.0,24,943.2351,814.7749,818.1221,856.4211,286.6725,25.8074,27.8448,40.1716,25.1502
512.0,1024.0,32,1266.3077,1022.3907,1026.2082,1028.7952,340.5353,25.6185,27.1761,61.3813,24.9168
512.0,1024.0,40,1476.9952,1081.8959,1227.0197,1237.1394,388.3332,27.9714,30.0636,52.2677,26.6514
512.0,1024.0,50,1791.5803,1195.6522,1574.2077,1585.4201,470.4733,28.4031,31.6534,56.0446,27.3468
512.0,1024.0,64,2227.3246,1578.1563,1961.2439,1976.9055,497.4619,29.1225,32.1903,234.7257,28.1026
512.0,1024.0,72,2402.4393,1490.3381,2166.1963,2169.0456,549.065,30.7983,33.6414,50.2368,29.2549
512.0,1024.0,96,3030.8838,2231.3513,2809.097,2830.8661,694.48,32.3629,34.262,60.396,30.7123
512.0,1024.0,112,3297.2242,2188.4857,3250.9545,3383.9653,808.6671,34.8026,37.5148,60.4541,32.7753
512.0,1024.0,128,3608.3661,2824.7619,3701.7196,3705.622,829.7594,36.4584,42.4033,59.6177,34.2355
512.0,1024.0,156,3916.4955,3224.5996,4508.9334,4512.6234,1030.1793,40.8469,44.908,398.1149,38.2932
512.0,1024.0,200,4302.3849,3299.9494,5339.7437,5437.2563,1222.6496,48.3753,52.4437,297.3169,44.6405
