输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,56.2918,372.0123,372.1061,372.1165,371.5957,17.5639,17.787,19.5495,17.4692
2048,1200,4,202.8683,1350.5855,1351.0521,1351.1039,1108.2064,18.7626,19.0276,21.6783,18.6064
2048,1200,8,363.5931,2659.3423,2659.8246,2659.8895,2373.5056,19.8324,20.2519,303.2651,19.8013
4096,1200,1,55.194,716.691,717.4722,717.559,713.2193,17.6199,17.8468,19.032,17.5385
4096,1200,4,188.9819,2681.7677,2683.272,2683.4392,2188.5286,19.0192,19.2913,21.5749,18.9497
4096,1200,8,322.2623,5373.1102,5393.0286,5394.0776,3986.4166,20.606,20.83,24.7688,20.3568
8192,1200,1,45.5332,1450.4806,1452.1776,1452.3662,1442.9384,20.8185,25.6781,26.8516,20.7741
8192,1200,4,155.9005,5448.5339,5459.8543,5461.1121,3776.8682,21.2904,21.9467,25.6019,21.1261
8192,1200,8,246.8793,10227.6748,10929.4311,10943.024,6682.9206,24.7916,25.1576,30.3681,23.3373
8192,1200,16,348.1004,20271.8143,21611.3584,21617.4473,12126.1682,28.3652,28.8181,44.8935,27.9658
8192,1200,32,422.7108,39377.8544,43340.7293,43482.0998,23064.4507,40.2693,40.9053,70.4005,39.5753
8192,1200,64,497.9426,79793.4056,86262.617,86766.1033,44731.3363,57.3985,62.445,429.0992,56.3036
12000,1200,1,44.4277,2107.5202,2107.8466,2107.8829,2106.0694,20.8388,25.674,25.8791,20.768
12000,1200,4,140.4476,8135.7337,8159.8921,8162.5763,5127.2828,21.8654,22.3952,27.3341,21.7048
12000,1200,8,210.8067,15260.028,16285.6194,16289.4947,9206.1098,24.6422,25.3416,33.8018,24.3911
16000,1200,1,43.3392,2883.5274,2886.304,2886.6125,2871.1869,20.8215,21.5787,28.3685,20.6976
16000,1200,4,126.5285,11155.387,11165.2546,11166.351,7023.3912,22.499,23.0235,29.6589,22.3238
16000,1200,8,180.8457,20908.9964,22321.4242,22337.7355,12602.0979,25.9246,26.3166,37.5676,25.673
20000,1200,1,42.0258,3700.8283,3703.8327,3704.1665,3687.4753,20.8593,21.6651,23.5915,20.7384
20000,1200,4,114.5846,14330.9596,14372.6275,14377.2572,9018.5784,23.1527,23.7494,31.6927,22.9683
20000,1200,8,156.2475,27078.2568,28883.6417,28887.2633,16323.2498,27.4085,28.076,41.6549,27.1463
