输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,37.8762,458.4661,459.4108,459.5158,454.2674,26.1105,26.3935,28.4172,26.0443
2048,1200,4,144.3569,1706.3377,1707.5994,1707.7396,1395.5165,26.4262,26.714,28.5999,26.3077
2048,1200,8,262.6577,3415.7353,3416.8889,3417.0348,3024.5793,28.0233,28.3937,31.4274,27.6523
4096,1200,1,36.9018,887.9206,889.063,889.1899,882.8433,26.4393,26.7092,27.808,26.385
4096,1200,4,133.6693,3433.8223,3435.201,3435.3542,2793.0147,27.3336,27.6524,29.9939,27.091
4096,1200,8,230.5029,6870.2757,6891.8421,6891.9773,5087.7427,29.3123,29.7366,33.6322,28.9987
8192,1200,1,33.3349,1819.5305,1820.2711,1820.3534,1816.2388,28.6514,29.131,30.2675,28.5081
8192,1200,4,109.0818,7087.9413,7113.6933,7116.5547,4911.0067,32.1939,32.7207,52.5479,30.7762
8192,1200,8,174.7645,13314.9936,14219.9606,14236.4027,8689.628,34.3254,35.7051,53.8345,33.9763
8192,1200,16,245.4316,26785.9624,28509.0747,28540.7764,15950.4329,42.1583,42.6514,57.7737,41.4737
8192,1200,32,311.2489,51641.4715,56946.0663,57008.408,30259.9565,56.5433,57.297,344.9362,55.3698
8192,1200,64,298.8408,182289.0879,192915.9248,193022.5544,92082.744,53.9545,54.9934,349.0935,53.4356
12000,1200,1,32.0455,2753.3874,2758.9838,2759.6056,2728.5149,29.0903,29.5721,32.0499,28.9558
12000,1200,4,98.4305,10543.5272,10625.4999,10634.608,6632.6228,32.0206,33.1506,51.5486,31.8466
12000,1200,8,147.6539,19980.447,21359.3038,21378.3283,12010.6,36.8027,37.3342,45.8342,36.4298
16000,1200,1,30.884,3811.0051,3813.2482,3813.4974,3801.0361,29.3635,29.7739,31.8623,29.2356
16000,1200,4,87.574,14914.4344,14934.941,14937.2195,9374.4716,33.4423,34.4566,279.2173,33.2575
16000,1200,8,125.1964,27893.4993,29775.5664,29784.1874,16796.2665,39.4312,40.238,260.9242,39.119
20000,1200,1,29.7344,4879.4958,4881.7122,4881.9585,4869.6453,29.7212,30.293,32.4677,29.5975
20000,1200,4,79.3275,19092.18,19157.2755,19164.5083,12007.5866,34.7496,35.3605,43.3709,34.5158
20000,1200,8,108.922,35801.805,38221.9311,38243.4179,21543.4963,42.0764,42.8417,55.8939,41.6527
