输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,500.0,1,88.0775,454.6023,454.6949,454.7052,454.1904,10.541,10.9833,11.2518,10.4652
2048.0,500.0,4,277.8561,1704.8261,1705.2904,1705.342,1557.2158,11.0483,11.6161,12.3103,11.0033
2048.0,500.0,8,361.8678,3368.1218,3369.4864,3369.6581,3275.5257,15.855,16.0777,17.9712,15.3982
4096.0,500.0,1,77.0276,892.3305,892.3913,892.3981,892.0602,11.5299,11.9015,12.1426,11.2203
4096.0,500.0,4,213.0066,3414.2985,3415.6213,3415.7683,3236.2375,12.1942,12.4839,14.0679,11.9712
4096.0,500.0,8,237.7081,6792.6607,6794.8565,6794.9089,6084.1415,20.5473,20.8382,23.8677,20.0996
8192.0,500.0,1,37.6181,1812.2033,1812.2831,1812.292,1811.8486,23.1304,23.6499,24.682,23.0041
8192.0,500.0,4,107.0319,6985.1986,6985.8506,6985.9231,6019.0288,23.5756,23.9857,26.8049,23.4427
8192.0,500.0,8,135.0983,13551.8213,13893.5718,13895.1772,10431.7134,31.9852,32.4672,38.1404,31.4855
12000.0,1200.0,1,39.4155,2679.1529,2680.1214,2680.2291,2674.8482,23.2962,23.661,24.7896,23.1608
12000.0,1200.0,4,124.191,10458.9526,10466.1094,10466.9046,7993.4785,23.6383,24.0315,28.4109,23.5048
12000.0,1200.0,8,137.1187,20491.4476,20840.6154,20841.2212,13425.9314,42.0794,42.5753,51.6422,40.9981
16000.0,1200.0,1,38.4563,3622.0057,3622.4289,3622.4759,3620.1246,23.145,23.5719,24.8844,23.0055
16000.0,1200.0,4,112.9814,14187.6891,14190.5992,14190.9226,10955.6121,23.7194,24.1595,29.9518,23.5946
16000.0,1200.0,8,108.3062,27911.4791,28304.8236,28304.9776,18369.8482,51.2483,51.8184,378.3511,50.3057
20000.0,1200.0,1,37.2039,4708.991,4718.0936,4719.105,4668.5351,23.18,23.5944,25.5894,23.0071
20000.0,1200.0,4,101.9597,18147.8131,18149.5667,18149.7616,14175.8698,24.4462,24.7018,32.2061,24.1236
20000.0,1200.0,8,89.482,35797.8833,36205.5617,36211.0772,23679.7527,60.384,60.9112,74.9821,59.2776
