输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,500.0,1,61.3871,842.3645,843.059,843.1362,839.2777,14.7076,14.9645,15.2446,14.6396
2048.0,500.0,4,155.2478,3264.7415,3264.9724,3264.9981,2979.8564,19.7197,20.0002,20.9185,19.2718
2048.0,500.0,8,245.9884,6490.4333,6491.1341,6491.2038,6316.3504,20.0349,20.4097,22.3307,19.5773
4096.0,500.0,1,53.7482,1679.4863,1680.4788,1680.589,1675.0755,15.5106,15.6411,16.1843,15.2855
4096.0,500.0,4,107.7195,6579.6437,6579.7747,6579.7893,6234.4034,24.4464,24.5489,26.265,24.0248
4096.0,500.0,8,159.3143,13025.5277,13027.628,13027.7366,11665.8978,24.6484,24.9932,27.8731,24.2055
8192.0,500.0,1,33.8262,3406.0956,3406.6959,3406.7626,3403.4277,23.0329,23.5064,24.1985,22.8007
8192.0,500.0,4,64.269,13464.4977,13465.1508,13465.2233,11610.1768,35.8522,36.1796,39.0203,35.3752
8192.0,500.0,8,89.9843,26030.4518,26674.2799,26675.4507,20031.7585,36.0776,36.6304,42.0927,35.6222
12000.0,1200.0,1,36.978,5089.3554,5090.9642,5091.143,5082.2052,23.028,23.5057,24.6182,22.8265
12000.0,1200.0,4,64.838,20171.523,20178.9561,20179.7819,15409.7318,46.0378,46.4521,51.004,44.9137
12000.0,1200.0,8,101.7127,39480.2289,40229.3913,40265.7516,25849.062,46.3468,46.8568,55.4529,45.2226
16000.0,1200.0,1,34.9819,6918.7725,6919.1419,6919.183,6917.1304,23.0269,23.6727,25.655,22.8409
16000.0,1200.0,4,51.9811,27433.1249,27434.853,27435.0451,21177.8942,55.2252,55.7115,61.6366,54.13
16000.0,1200.0,8,79.8718,54015.0662,54769.5925,54769.9128,35516.6373,55.653,56.1526,67.4312,54.5524
20000.0,1200.0,1,32.891,8893.5081,8899.7527,8900.4465,8865.7545,23.1435,23.6649,273.8971,23.0344
20000.0,1200.0,4,43.2492,35034.8526,35044.2619,35045.3074,27354.0383,64.4583,64.9414,72.3481,63.3385
20000.0,1200.0,8,65.5209,69220.4655,69994.3241,70001.0996,45738.8284,64.9026,65.4526,78.9119,63.8212
