输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,12.4765,1471.2585,1474.1211,1474.4392,1458.5357,81.6021,92.5855,165.1781,78.9986
2048.0,1200.0,4,44.7481,5360.0072,5361.642,5361.8237,5346.9026,86.605,97.0603,161.7745,84.9993
2048.0,1200.0,8,80.2509,10748.8311,10751.3231,10751.613,10732.7497,93.303,105.6073,170.506,90.8052
4096.0,1200.0,1,12.3378,2882.5423,2891.1081,2892.0599,2844.4717,80.5739,89.3217,152.1314,78.7462
4096.0,1200.0,4,41.8553,10805.7142,10805.8243,10805.8365,10788.1687,88.5173,108.1591,242.7314,86.6437
4096.0,1200.0,8,65.7471,21624.1087,21629.0327,21629.2644,19586.4889,96.6235,111.3243,13819.6012,95.0027
8192.0,1200.0,1,10.5381,5519.452,5520.6391,5520.771,5514.176,94.7179,108.8103,143.0294,90.3741
8192.0,1200.0,4,33.3804,21947.9879,21948.0635,21948.0719,20197.8239,108.3042,124.2116,161.5593,101.6797
8192.0,1200.0,8,33.326,168930.0814,168981.2,168981.7233,77360.0077,103.4965,114.7024,158.2941,99.4152
12000.0,1200.0,1,10.2709,8192.4608,8196.0101,8196.4045,8176.686,94.5799,108.1054,140.1188,90.6235
12000.0,1200.0,4,18.2685,151666.1089,152092.7985,152140.2085,52562.2306,98.8882,114.3272,142.1802,92.5344
12000.0,1200.0,8,22.9597,302216.1597,302305.7965,302312.8937,143608.2594,100.5848,116.5162,147.4701,96.6051
16000.0,1200.0,1,9.9015,11161.783,11169.3987,11170.2448,11127.9358,95.8315,107.1538,159.8391,91.7952
16000.0,1200.0,4,17.1912,161497.0657,162151.4954,162224.2098,87842.5515,102.5975,115.6405,160.1908,97.9956
16000.0,1200.0,8,16.7997,452719.625,468480.7776,468990.6867,236129.6176,101.6355,113.8908,147.1741,97.5883
