输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,48.6837,1110.9833,1116.2999,1116.8906,1087.354,19.8108,20.1546,21.7651,19.6499
2048,1200,4,161.9139,4174.0771,4174.2405,4174.2586,3842.4697,21.3981,21.829,23.8176,21.2685
2048,1200,8,237.8453,8342.007,8342.3761,8342.4223,8123.6648,27.0779,28.1499,30.5551,26.7307
2048,1200,16,308.8063,16689.4462,16689.9941,16690.072,16561.1754,38.2286,38.7853,44.4698,37.9505
4096,1200,1,46.5991,2171.0647,2178.105,2178.8873,2139.7742,19.8953,20.2877,23.0186,19.6935
4096,1200,4,139.6262,8371.1249,8372.1857,8372.3036,7982.1984,21.8565,22.2143,25.1755,21.7201
4096,1200,8,194.1668,16731.6808,16732.0659,16732.1097,16490.5576,28.0142,28.5922,35.7636,27.3175
4096,1200,16,238.9545,33411.3832,33411.9611,33412.048,31593.6925,39.3972,40.2862,314.0973,39.1616
8192,1200,1,31.8304,4302.393,4306.3829,4306.8262,4284.66,28.0392,29.0529,36.3312,27.8674
8192,1200,4,93.8655,16854.8064,16855.0593,16855.0874,16417.5404,29.5349,30.1494,35.124,28.622
8192,1200,8,139.1905,33606.5317,33606.8777,33606.9133,31026.4339,29.9058,30.855,332.9811,29.5016
8192,1200,16,165.2573,67144.3568,67265.8549,67265.9686,52559.8628,42.572,43.3226,56.2859,40.8277
8192,1200,32,175.5331,133025.4006,134658.5056,134658.6409,88689.8975,70.5896,71.8366,401.1472,70.1259
8192,1200,64,182.1047,267532.0625,269236.3196,269236.665,157113.9703,128.2689,133.4679,433.4382,127.1865
12000,1200,1,30.102,6337.998,6342.8794,6343.4217,6316.3029,28.1062,32.928,38.0263,27.9789
12000,1200,4,80.7749,24776.8121,24821.9351,24826.9487,22196.7563,29.2938,35.2956,37.0324,28.8791
12000,1200,8,112.3538,48789.5971,49475.9145,49483.4868,38134.1776,30.2952,31.3438,42.311,30.0031
12000,1200,16,128.0329,97562.802,98926.3027,98939.5002,64694.1675,42.9721,44.5259,63.5392,42.5563
16000,1200,1,28.5546,8452.1375,8460.4812,8461.4083,8415.0542,28.2137,28.9717,38.3164,28.0308
16000,1200,4,69.8644,33275.6776,33318.0407,33322.7477,30095.9637,31.2293,36.7529,38.8332,29.5304
16000,1200,8,92.6544,65724.1131,66474.2513,66482.4112,51647.7797,31.2748,32.3469,46.9574,30.981
16000,1200,16,102.9877,131468.1071,132920.5251,132941.9041,87383.7343,44.9093,45.9592,419.5675,44.6223
20000,1200,1,27.0021,10647.8561,10657.4248,10658.4879,10605.3289,28.7931,29.6838,38.1101,28.2193
20000,1200,4,62.3332,41819.9203,41853.2287,41856.9296,32934.2115,30.695,35.5303,38.8656,29.3252
20000,1200,8,78.6905,82823.9664,83565.9194,83572.3273,54927.7043,32.3781,33.4337,50.5241,32.0489
20000,1200,16,86.1947,164296.4022,166890.8869,166935.074,97146.2153,46.9572,48.5394,76.1567,46.5736
