输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,74.905,474.0205,474.9746,475.0806,469.7804,13.1277,13.333,16.7297,12.9682
2048.0,1200.0,4,247.6496,1801.354,1801.923,1801.9862,1630.4409,15.0916,15.3942,20.16,14.6668
2048.0,1200.0,8,444.0661,3603.2948,3603.9024,3603.9735,3494.7603,15.3725,15.5958,250.126,15.0273
4096.0,1200.0,1,69.802,937.9094,937.9765,937.9839,937.6116,13.6832,13.9422,17.0093,13.553
4096.0,1200.0,4,205.7196,3623.3445,3623.9761,3624.0463,3430.916,16.845,17.0924,19.6024,16.4336
4096.0,1200.0,8,350.7569,7209.6154,7211.4972,7211.789,7099.7453,17.2289,17.4639,20.7836,16.8087
8192.0,1200.0,1,56.5269,1927.2095,1927.7197,1927.7764,1924.9418,16.2686,17.1712,23.4482,16.0968
8192.0,1200.0,4,145.3236,7413.3759,7414.1979,7414.2892,7187.4047,21.7812,22.4427,29.3601,21.3678
8192.0,1200.0,8,235.4381,14700.8212,14708.9204,14710.2437,13461.6627,22.1937,22.9805,29.0656,21.7451
12000.0,1200.0,1,51.058,2848.0526,2849.0107,2849.1172,2843.7943,17.3927,18.2236,24.699,17.2291
12000.0,1200.0,4,118.3575,11014.7437,11030.3162,11032.0465,9759.2064,25.0719,26.205,32.2197,24.6267
12000.0,1200.0,8,184.6715,21476.7357,21859.6904,21866.593,16722.0125,25.5909,26.2721,33.2443,25.123
16000.0,1200.0,1,46.2533,3857.7175,3858.28,3858.3425,3855.2176,18.6445,19.8763,25.5793,18.4211
16000.0,1200.0,4,98.5463,14926.7033,14949.6905,14952.2446,13369.944,28.5976,29.4853,35.5608,28.1584
16000.0,1200.0,8,149.728,29269.0888,29685.9708,29687.4981,22927.1675,29.1654,30.3062,37.7937,28.7016
20000.0,1200.0,1,42.1469,4913.2675,4915.0483,4915.2462,4905.3531,19.8245,20.6083,27.1155,19.6541
20000.0,1200.0,4,84.4203,18973.5487,18979.2714,18979.9073,14839.2669,32.0092,33.0365,39.2667,31.5854
20000.0,1200.0,8,125.3636,37332.085,37801.7866,37815.2472,24733.7162,32.7053,35.1048,251.747,32.3277
