输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,105.8173,144.4737,146.102,146.2829,137.237,9.6748,10.3627,11.5509,9.3424
2048.0,1200.0,4,371.2762,356.9685,357.1392,357.1582,308.6058,10.7701,11.7306,13.5198,10.4882
2048.0,1200.0,8,704.3498,621.4355,623.7396,624.074,565.4607,11.4004,12.6195,17.0949,10.8445
4096.0,1200.0,1,102.2,217.4588,217.9711,218.0281,215.1816,9.9362,10.7472,12.4406,9.6125
4096.0,1200.0,4,346.1676,643.971,644.2543,644.2857,544.5668,11.2436,12.2238,15.9103,11.0276
4096.0,1200.0,8,648.6342,1217.5527,1220.4575,1220.8865,1096.9284,11.6581,12.2613,16.1036,11.3285
8192.0,1200.0,1,40.7803,415.4286,416.8121,416.9658,409.2799,31.7818,44.0009,69.56,24.1942
8192.0,1200.0,4,161.9196,1297.5108,1298.2735,1298.3583,1102.0118,31.9269,33.4212,60.2267,23.6325
8192.0,1200.0,8,342.2514,2431.9542,2438.9865,2440.1369,1807.424,31.6851,39.5784,73.8367,21.3554
12000.0,1200.0,1,44.1277,603.7123,603.9923,604.0234,602.468,32.3938,40.5385,70.2277,22.1689
12000.0,1200.0,4,156.827,1925.5408,1937.3554,1938.6681,1404.7788,33.5104,41.3771,71.8157,23.9049
12000.0,1200.0,8,275.7037,3498.5882,3695.9333,3696.3461,2377.8756,33.2162,37.2586,70.3471,25.9398
16000.0,1200.0,1,45.9552,778.3414,779.9767,780.1584,771.0734,31.2044,32.7276,60.2513,21.1265
16000.0,1200.0,4,153.7124,2630.1559,2654.6911,2657.4172,1916.5354,31.9069,41.543,69.7324,23.8276
16000.0,1200.0,8,326.5204,4721.1246,5004.0418,5009.1747,3180.815,21.1706,32.7121,70.9476,20.3398
20000.0,1200.0,1,41.0683,978.6757,979.6707,979.7813,974.2535,32.4001,34.3199,68.0067,23.5503
20000.0,1200.0,4,179.3188,3352.797,3352.9845,3353.0053,2233.965,19.275,31.7441,33.4685,19.5141
20000.0,1200.0,8,256.7488,6181.6333,6541.6101,6542.3546,3853.5731,34.656,47.2388,97.9211,25.6963
