输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,21.5567,2301.6201,2301.8368,2301.8609,2300.6569,46.4303,51.3913,86.1555,44.5073
2048.0,1200.0,4,73.0383,8883.5128,8884.6655,8884.7936,8875.1831,49.693,53.7372,87.8662,47.4084
2048.0,1200.0,8,118.5583,17696.9369,17700.4523,17700.9966,17651.8841,56.5593,63.2623,294.2134,52.8078
4096.0,1200.0,1,19.4025,7331.0369,7608.4243,7639.2451,6098.204,50.3162,59.0942,114.0224,46.4973
4096.0,1200.0,4,61.4064,17829.7637,17831.1002,17831.2487,17823.3136,53.0427,58.572,221.2597,50.3271
4096.0,1200.0,8,90.646,35517.4539,35556.8694,35558.7393,34989.2653,62.7269,68.8938,110.5411,58.6654
8192.0,1200.0,1,11.3413,9259.648,9263.3141,9263.7214,9243.3542,104.002,131.6614,193.0205,80.5464
8192.0,1200.0,4,38.6537,36494.4983,36515.1196,36517.4109,35821.3359,90.645,108.9944,148.2474,73.1103
8192.0,1200.0,8,57.3059,72801.876,72815.9145,72815.945,65949.6707,92.9268,104.321,135.119,78.9859
12000.0,1200.0,1,12.6152,13720.4659,13723.9069,13724.2892,13705.1725,83.456,95.8882,144.4699,67.8994
12000.0,1200.0,4,33.1826,54528.6667,54531.6395,54531.9698,54108.9586,91.0744,111.273,152.3729,75.1565
12000.0,1200.0,8,32.8197,152070.4264,209266.8368,209359.1344,95393.6786,84.8317,98.4151,158.4426,69.5762
16000.0,1200.0,1,11.882,18631.4226,18632.0446,18632.1138,18628.658,83.7892,100.8159,156.4674,68.6967
16000.0,1200.0,4,28.2056,75089.0786,75093.4082,75093.8893,74508.3695,95.5505,118.762,1909.2863,79.307
16000.0,1200.0,8,28.6016,247079.9721,248031.8889,248199.8395,146350.6765,88.5124,109.1705,845.6099,73.4538
20000.0,1200.0,1,11.1327,23938.4347,23946.2749,23947.146,23903.5896,84.8447,100.1295,132.8021,69.9695
20000.0,1200.0,4,24.792,95225.2587,95289.6543,95296.8094,76893.0906,94.8095,110.6001,830.2265,82.0294
20000.0,1200.0,8,24.8418,288269.1979,289268.0944,289340.8762,173694.4671,94.9035,112.2542,653.3961,81.6632
