输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,55.3074,833.1023,833.1293,833.1324,832.982,17.4955,17.7576,18.6782,17.4007
2048,1200,4,190.5787,3224.8156,3226.0391,3226.1751,2990.1593,18.5303,18.7225,20.958,18.3148
2048,1200,8,308.2479,6574.9531,6575.5852,6575.6523,6423.0763,20.6741,20.927,23.6004,20.4912
4096,1200,1,52.962,1651.6629,1651.9195,1651.948,1650.5224,17.6021,17.8796,18.892,17.5207
4096,1200,4,164.0862,6579.5258,6581.0628,6581.2335,6286.6081,18.8872,19.1914,320.9522,18.9218
4096,1200,8,245.5888,13426.8315,13429.0898,13429.4192,13259.9618,21.7306,21.9927,26.2014,21.4059
8192,1200,1,33.9789,3403.6651,3407.0282,3407.4018,3388.7181,26.8699,27.4344,29.3263,26.6277
8192,1200,4,103.942,13595.7779,13596.1021,13596.1382,13258.3278,27.3966,28.0068,32.3532,27.1828
8192,1200,8,159.2429,27351.3941,27358.3591,27359.4958,25248.138,27.6678,28.4278,34.5796,27.4688
8192,1200,16,207.3012,54580.2716,54696.5537,54696.9197,42708.8118,32.1746,32.7935,47.7904,31.6628
8192,1200,32,225.8913,108153.4135,109450.3555,109457.6783,72039.674,51.2934,52.0326,79.9846,50.4679
8192,1200,64,245.5388,217850.1229,219194.2127,219209.7169,127926.033,79.5365,84.1082,446.9843,78.0019
12000,1200,1,32.4557,5085.2409,5086.1054,5086.2014,5081.3986,26.8273,27.4757,33.3207,26.5979
12000,1200,4,90.8588,20173.4649,20247.7683,20256.0243,18087.8171,27.4157,28.1195,33.0345,27.2101
12000,1200,8,130.2763,40116.2824,40718.9795,40740.3456,31361.9977,27.725,28.4387,36.8926,27.5311
16000,1200,1,30.9015,6910.4517,6911.7249,6911.8663,6904.793,26.8373,27.4464,28.9829,26.6282
16000,1200,4,79.6273,27508.9197,27520.2188,27521.4742,24873.4328,27.5335,28.1628,34.5187,27.3262
16000,1200,8,107.2406,55081.215,55829.3741,55888.9043,43304.745,28.7424,31.9562,39.8169,28.1997
20000,1200,1,29.3857,8855.9533,8860.4259,8860.9229,8836.0747,26.9019,27.4399,29.6851,26.688
20000,1200,4,70.9667,34939.4751,34990.7531,34996.4507,27503.5385,27.4537,28.0652,35.9109,27.2503
20000,1200,8,90.272,69864.8497,70503.1415,70511.8668,46343.2462,30.1647,36.1472,52.8848,29.8949
