输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,54.4609,874.5298,875.1221,875.1879,871.8976,17.8014,18.0218,20.0028,17.6487
2048,1200,4,184.7085,3328.352,3328.4638,3328.4762,3089.5512,19.0215,19.262,21.3891,18.894
2048,1200,8,269.3851,6603.7581,6604.2823,6604.3555,6456.7517,24.4639,24.7078,27.2112,24.2104
4096,1200,1,52.3682,1715.5876,1716.0431,1716.0938,1713.5628,17.8214,18.0483,19.2319,17.6818
4096,1200,4,160.9409,6639.1894,6640.6119,6640.77,6361.1898,19.4665,19.6808,22.3293,19.3344
4096,1200,8,223.0116,13238.3059,13239.9463,13240.2317,13083.5325,24.8856,25.1807,401.7545,24.858
8192,1200,1,33.6625,3432.9009,3433.0549,3433.072,3432.2164,27.1648,27.8482,29.3675,26.8675
8192,1200,4,104.7148,13398.2477,13398.4909,13398.518,13081.1211,27.2858,28.045,31.595,27.0529
8192,1200,8,160.4867,26663.8828,26666.0279,26666.3841,24626.2336,27.9238,28.6332,34.539,27.6455
8192,1200,16,190.9393,53247.8438,53278.5125,53278.9084,41653.8206,41.1216,41.7973,55.4583,39.4329
8192,1200,32,225.0725,105226.02,106506.0558,106511.7893,70145.9203,53.9695,54.9285,83.5588,53.45
8192,1200,64,252.2081,211593.1997,212950.9141,213016.9525,124345.6259,77.1947,82.5744,484.9852,76.321
12000,1200,1,32.2542,5054.422,5055.0756,5055.1482,5051.5173,27.1007,27.7813,29.5986,26.8149
12000,1200,4,91.4004,19765.3052,19767.5502,19767.7997,17690.9332,27.5865,28.2789,33.2396,27.3107
12000,1200,8,131.1897,38789.178,39354.7612,39368.8486,30319.6199,28.5098,29.1668,37.3112,28.2249
16000,1200,1,30.9142,6742.1303,6744.7469,6745.0376,6730.5012,27.0102,27.742,29.6489,26.7594
16000,1200,4,80.8607,26485.3725,26497.0832,26498.3844,23940.054,27.6696,28.3445,34.6801,27.4127
16000,1200,8,109.5282,52242.3348,52826.755,52826.7565,41058.6124,29.3182,29.9105,42.1211,29.0352
20000,1200,1,29.4731,8509.5616,8514.8484,8515.4359,8486.0647,27.1328,27.7498,29.644,26.8786
20000,1200,4,72.2624,33388.8177,33408.3862,33410.5605,26291.0436,27.7735,28.7139,35.9419,27.5381
20000,1200,8,93.6159,66059.7905,66646.9512,66649.7702,43811.1122,30.1819,30.9107,44.2447,29.9302
