输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,38.7504,1316.0677,1321.4697,1322.07,1292.0585,24.8927,25.1359,27.6999,24.7486
2048.0,1200.0,4,130.7164,5042.0894,5042.2999,5042.3233,4652.3753,26.6806,26.9,29.2081,26.4388
2048.0,1200.0,8,216.1584,10065.1277,10065.4346,10065.4703,9834.2499,29.2005,29.5227,32.2981,28.6482
2048.0,1200.0,16,320.6597,20200.6539,20202.2241,20202.3507,20074.8062,34.1195,34.4816,39.3648,33.0878
4096.0,1200.0,1,36.648,2565.4666,2570.2118,2570.739,2544.3768,25.3002,25.5698,26.2621,25.1859
4096.0,1200.0,4,111.1332,10163.1373,10163.4001,10163.4293,9720.7252,27.8797,28.1086,30.3712,27.5534
4096.0,1200.0,8,167.6941,20408.9209,20410.0942,20410.2247,20161.8183,31.1966,31.7327,35.8737,30.7249
4096.0,1200.0,16,154.0823,38260.876,92700.2508,92743.5023,39603.8557,27.6721,27.8998,34.4984,26.965
8192.0,1200.0,1,30.9924,5295.3526,5302.5597,5303.3605,5263.321,28.1154,28.5875,31.0749,27.9017
8192.0,1200.0,4,80.442,20897.0073,20897.2616,20897.2898,20388.6888,34.0372,34.5093,241.5646,32.3514
8192.0,1200.0,8,77.0,63749.5541,91127.9737,91171.0037,40913.9343,29.099,29.7469,31.2319,28.1095
8192.0,1200.0,16,88.2891,176034.5436,181910.0918,181911.9337,88956.6795,30.5996,31.0089,219.1781,29.7416
12000.0,1200.0,1,28.4254,7962.6465,7967.6065,7968.1576,7940.6021,28.8035,29.1611,31.6278,28.5854
12000.0,1200.0,4,66.6291,31314.0239,31340.3501,31343.2752,28047.0046,34.3438,34.9096,40.0775,33.9535
12000.0,1200.0,8,62.9309,113744.5415,113800.7963,113802.4815,64195.7525,33.7066,34.1015,36.8491,32.3953
12000.0,1200.0,16,61.1742,226166.8359,278954.6418,278991.1556,132753.6123,30.5638,30.8518,31.7283,29.3783
16000.0,1200.0,1,26.328,10788.2417,10792.906,10793.4243,10767.5112,29.2432,29.6619,38.8436,29.0331
16000.0,1200.0,4,40.0542,42591.2186,42653.3875,42660.2952,38507.858,35.8657,36.26,40120.9046,41.8721
16000.0,1200.0,8,42.5421,157985.7207,189275.6009,189276.8936,90198.142,31.6472,32.0416,34.4081,30.7108
16000.0,1200.0,16,45.8199,355993.8396,380503.8269,380516.1389,195565.4091,33.8626,34.4409,37.6596,32.9985
20000.0,1200.0,1,24.3522,13760.3986,13764.7759,13765.2622,13740.944,29.8161,30.3788,32.2423,29.6379
20000.0,1200.0,4,36.2586,96745.1151,96789.7327,96794.6902,50524.8771,29.897,30.45,32.747,29.7064
20000.0,1200.0,8,41.2886,192594.615,193547.5036,193550.6713,105679.2755,32.7493,33.1468,37.3835,32.4967
20000.0,1200.0,16,41.3263,372913.0971,429056.6406,429138.6916,215538.8691,29.868,30.3913,33.2426,29.6775
