输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,34.1364,320.9386,322.6713,322.8638,313.2377,30.5735,35.7772,55.8435,29.0538
2048.0,1200.0,4,127.5934,1168.0871,1168.6649,1168.7291,1164.7305,31.5829,37.9982,57.776,30.399
2048.0,1200.0,8,238.0623,2352.1105,2352.2811,2352.3054,2346.2683,32.7268,37.7567,61.5543,31.668
4096.0,1200.0,1,32.3753,584.8638,586.523,586.7074,577.4892,31.5934,38.2086,654.3486,30.428
4096.0,1200.0,4,122.0374,2360.7331,2361.6114,2361.709,2356.7599,31.9668,37.3704,58.779,30.8322
4096.0,1200.0,8,219.4648,4445.049,4473.1661,4476.9377,4432.8037,33.9459,39.0249,60.7763,32.7465
8192.0,1200.0,1,33.2372,1219.4947,1220.4255,1220.5289,1215.3582,30.3856,36.3154,55.8486,29.0916
8192.0,1200.0,4,111.4947,4744.0863,4772.6521,4775.8261,4683.6409,33.2806,41.0707,572.3245,31.9533
8192.0,1200.0,8,186.573,9576.7605,9580.3189,9580.3661,8174.5142,35.9496,43.0723,722.0038,34.9015
12000.0,1200.0,1,32.2609,1844.8351,1848.7942,1849.2341,1827.2391,30.8723,38.4166,56.1715,29.4903
12000.0,1200.0,4,104.8447,7170.0032,7170.0697,7170.0771,6469.3658,33.1695,39.224,59.6466,32.1898
12000.0,1200.0,8,164.7708,14169.2309,14382.2998,14382.513,11039.8429,38.4216,45.3506,85.287,36.7453
16000.0,1200.0,1,31.5881,2523.4703,2528.081,2528.5933,2502.9782,30.7698,36.6535,56.635,29.5879
16000.0,1200.0,4,95.8129,10126.8869,10130.4153,10130.8073,10086.4583,34.508,42.1039,58.9397,33.3256
16000.0,1200.0,8,143.3479,20179.5432,20250.5009,20250.5326,15495.1017,40.3666,47.0119,65.9307,38.984
20000.0,1200.0,1,30.3149,3238.2134,3244.808,3245.5408,3208.904,31.8039,40.141,55.92,30.3357
20000.0,1200.0,4,89.4624,12638.0448,12661.411,12664.0073,10281.0601,35.4422,40.4857,61.7343,34.1892
20000.0,1200.0,8,128.1467,25388.4534,25427.7218,25433.8696,17011.6003,43.5015,50.9291,92.8386,41.244
