输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,37.0073,1118.5916,1119.1602,1119.2233,1116.0646,26.814,32.3906,40.3275,26.1119
2048.0,1200.0,4,109.0713,4360.7223,4361.3844,4361.458,4359.4858,33.8155,37.4446,296.4176,33.064
2048.0,1200.0,8,183.8147,8678.5583,8679.6516,8679.8095,8671.5847,37.2582,40.9399,203.4904,36.321
4096.0,1200.0,1,35.5202,2213.3973,2213.8409,2213.8901,2211.4262,27.0634,32.6803,41.5746,26.3305
4096.0,1200.0,4,97.5348,8719.8793,8720.4609,8720.5255,8710.0032,34.5437,38.1839,204.542,33.7773
4096.0,1200.0,8,152.1823,16346.0764,17435.8035,17438.5073,15527.9748,39.24,42.8504,48.5123,38.0696
8192.0,1200.0,1,15.8523,4464.0856,4469.1046,4469.6623,4441.7788,68.8293,95.8303,166.7471,59.4226
8192.0,1200.0,4,53.2506,17514.4968,17543.6744,17546.9164,14252.2179,70.7193,97.619,156.9738,60.551
8192.0,1200.0,8,52.1363,109696.1336,111904.3204,111917.1253,51395.9652,71.2882,95.8805,230.8664,60.3803
12000.0,1200.0,1,15.4472,6536.3388,6537.9041,6538.0781,6529.3816,69.4809,94.8424,149.8293,59.3283
12000.0,1200.0,4,28.3274,98769.2768,99636.2868,99732.6212,36188.1628,67.8751,90.3722,153.9795,58.7082
12000.0,1200.0,8,35.7446,196715.1086,196732.2466,196732.3713,95267.4845,69.411,89.0704,153.5135,59.9133
16000.0,1200.0,1,14.9844,8779.1943,8784.0201,8784.5563,8757.746,70.1455,94.1616,143.8123,59.4875
16000.0,1200.0,4,26.6233,107495.2471,107495.7251,107495.7782,62484.5413,71.1327,99.8945,140.5431,60.8217
16000.0,1200.0,8,26.6749,286988.903,288066.8813,288067.6661,152828.2879,71.0134,96.3917,153.1466,60.768
20000.0,1200.0,1,14.6502,10998.5758,11000.1777,11000.3556,10991.4565,69.3205,96.6095,154.9985,59.13
20000.0,1200.0,4,25.2819,116930.6664,117289.8985,117329.8132,64194.35,71.65,98.8914,154.8506,60.7177
20000.0,1200.0,8,25.0414,303862.4877,309599.3659,309732.4701,160309.4179,73.8668,101.589,155.5004,61.7612
