输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,49.7318,839.0422,839.4349,839.4785,837.2968,19.6817,19.8313,20.5081,19.4244
2048,1200,4,167.4773,3250.4143,3251.0217,3251.0892,2926.6759,21.5139,21.8081,261.1059,21.1988
2048,1200,8,278.7001,6474.4376,6475.9167,6476.0912,6279.0107,24.0432,24.2703,27.2931,23.3351
4096,1200,1,47.2991,1678.8261,1680.1566,1680.3044,1672.9127,19.9272,20.0839,22.4716,19.7625
4096,1200,4,142.8825,6590.0929,6591.4422,6591.5921,6209.0591,22.8811,23.018,25.6116,22.5332
4096,1200,8,216.2465,13150.1201,13151.7488,13151.9649,12923.3903,26.74,27.0239,31.2481,26.0757
8192,1200,1,41.1587,3458.23,3460.2409,3460.4644,3449.2927,21.633,21.8622,23.7764,21.4383
8192,1200,4,105.9359,13622.0577,13623.8993,13624.1039,13193.169,26.8326,27.1311,30.7411,26.4483
8192,1200,8,144.3964,27201.0672,27203.1153,27203.3626,24863.4181,33.4232,33.8702,254.5151,32.8014
8192,1200,16,174.2327,55206.1086,55289.2362,55294.5845,42871.7796,47.0646,47.6668,317.1488,45.8204
8192,1200,32,163.1225,187314.1553,188901.3458,188901.6034,94987.3002,40.3707,40.9179,47.3707,38.8976
8192,1200,64,159.7344,365020.395,431192.7068,451698.1226,205655.362,26.5679,26.8446,28.1914,24.7283
12000,1200,1,37.7942,5225.0185,5227.7023,5228.0005,5213.0907,22.3121,22.5258,24.3278,22.1318
12000,1200,4,86.686,20572.4713,20635.4174,20642.4114,18190.9569,29.3858,29.725,35.0052,29.0037
12000,1200,8,111.0464,40390.3915,41157.7386,41179.8186,31392.2607,38.5594,39.041,47.2062,37.8123
16000,1200,1,34.8137,7126.7554,7130.4179,7130.8248,7110.4777,22.9931,23.2343,25.2225,22.8164
16000,1200,4,72.5239,28181.9646,28252.4747,28260.3091,25204.6162,32.0595,32.3707,38.9613,31.6737
16000,1200,8,88.7664,55581.5511,56430.0443,56447.6181,43460.306,43.9461,44.4755,55.5625,43.1615
20000,1200,1,32.0809,9171.5441,9171.6016,9171.608,9171.2884,23.6909,23.9502,26.3879,23.5471
20000,1200,4,61.9037,36346.9974,36457.2847,36469.5388,28373.9886,34.7211,35.1026,43.2634,34.3196
20000,1200,8,73.0991,72370.6663,73248.6368,73278.4081,47831.2788,49.3031,49.8513,63.2017,48.4797
