输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,71.9205,449.1965,449.3158,449.3291,448.6661,13.6788,13.9847,15.4008,13.541
2048,1200,4,242.9167,1666.4133,1667.4931,1667.613,1518.6467,15.2283,15.5458,17.7014,15.0868
2048,1200,8,432.3961,3281.4416,3282.1362,3282.2397,3191.0028,15.9918,16.3144,18.8798,15.7753
4096,1200,1,70.0005,875.7877,875.8486,875.8554,875.5171,13.7021,13.9803,14.7262,13.5669
4096,1200,4,220.4122,3303.5634,3303.8228,3303.8516,3132.0555,15.5506,15.8796,18.2916,15.4041
4096,1200,8,370.3045,6561.983,6565.0228,6565.4787,6463.986,16.2991,16.6323,20.4802,16.1467
8192,1200,1,41.676,1742.4532,1742.9766,1743.0347,1740.1272,22.7521,27.218,29.1665,22.5603
8192,1200,4,141.2532,6646.5131,6647.0703,6647.1322,6451.052,22.9843,24.2488,30.8276,22.7924
8192,1200,8,230.8155,14643.6017,14644.1056,14644.1553,12826.856,23.3384,24.3696,29.8936,23.0616
8192,1200,16,336.5373,26306.6767,26307.7886,26308.0598,20459.2353,26.9034,27.4583,41.4163,25.6317
8192,1200,32,381.2909,51775.3472,52550.5221,52551.296,34502.3892,40.6448,41.2871,69.7771,40.1464
8192,1200,64,447.5638,104079.3916,105410.0725,105433.2941,61429.0367,55.9693,59.9798,535.4142,55.3518
12000,1200,1,40.6216,2558.3553,2560.1445,2560.3433,2550.403,22.7671,23.5332,25.3056,22.5091
12000,1200,4,128.1092,9829.2001,9836.6983,9837.5314,8696.5843,23.2294,28.0075,30.7983,23.045
12000,1200,8,203.9913,19185.1408,19524.8713,19526.9867,14932.4112,23.165,23.9104,32.22,22.9568
16000,1200,1,39.6967,3382.7646,3383.1175,3383.1567,3381.1963,22.5705,23.3934,26.9699,22.3905
16000,1200,4,117.7073,13122.3583,13140.6909,13142.7279,11754.4553,23.0319,27.0203,439.0115,23.0573
16000,1200,8,178.0718,25866.3863,26270.0338,26287.1555,20362.0126,23.2431,25.3184,34.5856,23.0777
20000,1200,1,38.3636,4296.4285,4301.484,4302.0458,4273.9593,22.7366,24.3538,29.6773,22.5225
20000,1200,4,108.7957,16599.19,16609.157,16610.2644,12975.8902,23.134,27.2052,31.4294,22.943
20000,1200,8,157.2769,32673.5823,33036.4848,33037.9862,21627.8177,23.5981,25.1339,37.4301,23.3343
