输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,34.7663,308.3727,308.9449,309.0085,305.8293,29.251,34.2915,38.8828,28.5316
2048.0,1200.0,4,130.9437,971.1447,971.425,971.4561,970.1915,30.5754,34.9425,38.4267,29.7589
2048.0,1200.0,8,236.1325,1852.169,1852.2853,1852.2993,1848.2745,33.2088,37.904,48.8657,32.3564
4096.0,1200.0,1,34.2407,531.5494,531.5505,531.5506,531.5445,29.5309,34.5733,42.8406,28.784
4096.0,1200.0,4,122.47,1860.8261,1861.713,1861.8115,1858.2287,31.9438,37.0915,43.9069,31.1307
4096.0,1200.0,8,215.7002,3638.9354,3653.5471,3653.6852,3626.7966,34.9579,39.2606,46.1133,34.0549
8192.0,1200.0,1,33.4549,1026.7684,1027.1193,1027.1583,1025.209,29.7599,34.5033,37.1688,29.0583
8192.0,1200.0,4,110.1506,3792.2481,3795.5211,3795.8847,3763.5056,33.9795,38.8888,43.6466,33.1634
8192.0,1200.0,8,184.0893,7499.0293,7521.8152,7521.8642,6168.0504,38.0197,42.5998,58.4922,37.2256
12000.0,1200.0,1,32.3059,1502.99,1504.1626,1504.2929,1497.7782,30.4208,35.1238,41.8674,29.7265
12000.0,1200.0,4,102.0889,5740.4143,5740.6346,5740.6591,5120.441,35.1316,39.5868,42.6639,34.4129
12000.0,1200.0,8,161.3382,11421.4878,11422.604,11422.6593,9233.2816,41.103,45.1556,528.3557,40.0685
16000.0,1200.0,1,31.9138,2025.8169,2026.4338,2026.5023,2023.0755,30.4204,34.7082,45.7609,29.6716
16000.0,1200.0,4,94.9314,7821.2541,7822.5444,7822.6877,7793.0245,36.4953,40.4364,45.5848,35.6379
16000.0,1200.0,8,144.3617,15585.2045,15588.8507,15588.9002,11966.7115,43.4269,48.1319,53.9949,42.4256
20000.0,1200.0,1,31.0905,2611.087,2612.2516,2612.381,2605.911,30.6738,34.9226,39.8214,30.0148
20000.0,1200.0,4,88.3766,10260.2428,10286.9219,10289.8862,8139.1408,37.4227,42.5949,505.1517,36.7677
20000.0,1200.0,8,128.7245,20517.2356,20537.2957,20537.5712,13967.2402,46.0764,51.055,58.7286,45.0332
