输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,63.7313,527.4098,527.5259,527.5388,526.8937,15.4629,15.8628,16.4847,15.2633
2048.0,1200.0,4,206.5166,2031.1164,2031.5869,2031.6392,1889.7766,18.2345,18.4594,19.9678,17.6875
2048.0,1200.0,8,373.3813,4037.8191,4038.7852,4038.8825,3931.0363,18.5417,19.279,36.0716,18.0868
2048.0,1200.0,16,638.3686,7955.0826,7957.9221,7958.5515,7891.2395,18.9791,19.3211,23.8905,18.4555
2048.0,1200.0,32,891.1136,15838.231,15845.929,15855.7545,15199.354,23.3052,24.6822,319.7357,22.7175
4096.0,1200.0,1,59.7961,1063.5973,1063.6636,1063.671,1063.3026,16.0465,16.4179,17.4703,15.8493
4096.0,1200.0,4,170.9911,4068.7068,4069.3458,4069.4168,3900.5719,20.537,20.8365,23.182,20.0138
4096.0,1200.0,8,296.5311,8028.811,8030.1141,8030.2598,7915.0186,20.9466,22.2869,29.0419,20.3157
4096.0,1200.0,16,469.5654,15973.854,15982.5179,15985.5964,15087.3412,21.3204,21.8797,28.8752,20.796
4096.0,1200.0,32,615.261,31923.1275,31970.8709,31971.36,25124.9399,26.1178,26.644,40.512,25.4333
8192.0,1200.0,1,41.0274,2153.952,2154.0193,2154.0267,2153.6529,23.05,24.2437,38.041,22.5964
8192.0,1200.0,4,119.1382,8248.685,8249.5906,8249.6912,8051.1022,27.1764,28.1914,380.5559,26.7229
8192.0,1200.0,8,196.9971,16308.8373,16310.4105,16310.5813,15034.3309,27.6543,28.7417,34.2118,27.0591
8192.0,1200.0,16,292.4889,32363.1881,32375.2349,32375.3849,25309.1748,28.3807,29.676,40.6998,27.7367
8192.0,1200.0,32,366.6173,63731.0064,64566.2961,64573.0986,42510.3881,34.2119,35.7746,322.777,33.5015
12000.0,1200.0,1,39.2674,3179.9578,3180.3143,3180.354,3178.3729,23.3903,24.7618,34.9092,22.8348
12000.0,1200.0,4,97.5109,12269.6849,12273.9397,12274.4124,10996.3518,31.3875,32.0865,36.8412,30.8139
12000.0,1200.0,8,155.3144,23993.9377,24333.3128,24335.5129,18779.8325,31.8547,32.8001,40.8875,31.2517
12000.0,1200.0,16,220.1835,47962.5544,48643.8665,48650.0597,31860.2012,32.6245,34.3908,365.4879,32.1418
12000.0,1200.0,32,266.4833,93001.12,96779.6364,96839.6172,56383.1466,40.2961,46.6957,100.2427,39.4377
16000.0,1200.0,1,37.7704,4298.9985,4299.8391,4299.9325,4295.2627,23.3911,24.4895,28.1204,22.9138
16000.0,1200.0,4,81.5016,16542.6607,16604.1114,16610.9393,14968.7463,35.8286,36.6369,43.5217,35.2993
16000.0,1200.0,8,126.7436,32488.5378,32915.6049,32940.9189,25555.4213,36.3253,37.2967,48.8926,35.7509
16000.0,1200.0,16,175.5869,64820.3204,65573.0602,65587.0863,43152.6655,37.0786,38.8387,59.0998,36.496
16000.0,1200.0,32,207.298,125670.1784,130488.2596,130557.2744,76215.4038,46.3892,48.2107,409.8138,45.5978
20000.0,1200.0,1,36.2476,5433.6451,5434.4437,5434.5325,5430.0954,23.6742,24.608,28.9901,23.0806
20000.0,1200.0,4,69.7855,21062.5643,21072.3183,21073.4021,16617.1659,40.3864,41.2331,56.1444,39.7846
20000.0,1200.0,8,106.2835,41640.4814,42026.8231,42033.9563,27677.003,40.7242,42.1197,375.8222,40.2697
20000.0,1200.0,16,144.0911,82647.1109,83966.5052,83982.7613,48956.392,41.7038,43.3854,70.759,41.0741
20000.0,1200.0,32,145.6088,156235.1355,167238.8937,167626.83,90866.782,53.035,58.071,60168.1175,53.1852
