输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,88.254,309.7151,309.777,309.7839,309.44,11.4663,11.9505,12.7319,11.0815
2048.0,1200.0,4,299.806,1118.637,1119.1772,1119.2372,1036.4514,12.7482,13.3381,14.3512,12.4195
2048.0,1200.0,8,505.6944,2181.0841,2182.1588,2182.2868,2122.1625,14.578,14.9651,19.4879,14.0185
2048.0,1200.0,16,844.652,4321.34,4325.1128,4325.3692,4281.4769,16.118,17.0188,414.2118,15.359
2048.0,1200.0,32,1227.5261,8598.4042,8621.594,8622.4439,8233.5063,19.5284,20.1732,29.3112,18.9138
4096.0,1200.0,1,85.2999,592.0582,592.5068,592.5566,590.0647,11.5464,12.0341,12.7203,11.2401
4096.0,1200.0,4,259.3477,2216.7025,2217.2665,2217.3292,2121.5644,13.8979,14.2862,16.0858,13.5849
4096.0,1200.0,8,400.9531,4334.9405,4337.6109,4337.9969,4276.9796,16.9206,17.3786,21.1804,16.3538
4096.0,1200.0,16,660.8821,8672.5243,8675.3094,8675.6688,8185.9367,17.539,17.9268,25.2822,17.0046
4096.0,1200.0,32,897.3472,17199.9464,17212.7073,17227.3032,13552.7717,21.9289,23.6118,39.3731,21.322
8192.0,1200.0,1,42.4859,1203.4133,1203.642,1203.6674,1202.3968,22.7788,24.0449,29.1742,22.5532
8192.0,1200.0,4,147.0115,4461.8088,4462.5583,4462.6416,4336.6502,23.1982,38.3682,39.9687,23.5158
8192.0,1200.0,8,261.1604,8823.9101,8830.6808,8831.7732,8136.7445,23.8409,24.6665,30.5908,23.3022
8192.0,1200.0,16,414.336,17498.0006,17569.5368,17574.9206,13722.7218,24.5531,25.882,37.3972,24.0101
8192.0,1200.0,32,527.4638,34406.3002,34884.105,34905.7977,22963.4811,44.0563,45.9357,402.7197,31.638
12000.0,1200.0,1,41.6015,1764.4603,1764.6352,1764.6546,1763.6828,22.8108,24.2069,29.6889,22.5858
12000.0,1200.0,4,140.0263,6629.802,6638.775,6639.772,5945.9347,23.1002,37.6745,38.981,23.0457
12000.0,1200.0,8,208.6706,12876.9165,13079.1078,13085.818,10086.1127,28.043,28.7993,38.5928,27.4666
12000.0,1200.0,16,320.8575,25655.952,26042.9944,26055.5418,17073.3622,28.7814,29.8984,47.2967,28.1762
12000.0,1200.0,32,420.3341,49887.4221,51866.4711,51961.8176,30259.8417,33.613,35.4433,67.5846,32.8875
16000.0,1200.0,1,40.7968,2363.7655,2365.7267,2365.9446,2355.0491,22.7867,24.1533,27.7663,22.5673
16000.0,1200.0,4,131.2392,8924.2806,8938.2195,8939.7682,8075.7186,23.3383,24.6029,30.8764,23.0512
16000.0,1200.0,8,171.3265,17461.9574,17698.0091,17712.5988,13748.0624,32.5613,33.2868,45.7054,31.9852
16000.0,1200.0,16,257.643,34893.6928,35300.6194,35333.6262,23256.3434,33.2806,34.3764,56.4872,32.7115
16000.0,1200.0,32,331.7582,67571.1019,70156.8815,70234.0247,41028.5422,38.7977,42.4751,403.6204,37.9715
20000.0,1200.0,1,39.8116,2982.6276,2983.7844,2983.9129,2977.4863,22.8669,24.1045,29.2597,22.6556
20000.0,1200.0,4,115.6451,11303.6935,11310.265,11310.9952,8927.2371,25.5177,26.2969,33.1507,25.1792
20000.0,1200.0,8,143.6561,22222.7802,22429.1674,22431.7637,14789.5868,40.5562,43.9974,88.6937,37.0126
20000.0,1200.0,16,213.7722,44176.1411,44911.8561,44941.6918,26224.8046,37.8686,39.4172,436.9593,37.4158
20000.0,1200.0,32,273.8969,83048.655,88958.3314,89158.3428,48334.5405,45.3416,48.6295,87.3802,42.621
