输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
4096.0,1024.0,4,91.4053,87403.773,87496.3347,87517.7142,17583.0402,43.7786,49.5303,2667.104,26.1939
4096.0,1024.0,8,348.5666,1300.1087,1906.1786,1906.3416,424.5826,22.8939,23.793,34.9223,22.4568
4096.0,1024.0,16,632.4834,2807.4366,4168.75,4169.0607,740.7394,24.9331,25.7399,43.8148,24.3037
4096.0,1024.0,24,848.853,3372.004,5408.0681,5460.1133,935.5831,27.701,28.6817,47.6961,26.9717
4096.0,1024.0,32,1061.245,4523.3787,7385.3728,7543.6981,1208.987,29.3148,30.3374,50.3431,28.378
4096.0,1024.0,40,1242.3367,5260.9441,8297.3001,8297.9116,1346.8541,31.4287,32.6932,62.6039,30.2316
4096.0,1024.0,50,1365.236,6262.8662,11506.0826,11523.8847,1696.8148,35.2943,37.0006,57.3896,33.9057
4096.0,1024.0,64,1709.1601,8502.5204,14038.1565,14151.1171,2015.8354,35.8914,38.8472,63.045,34.0549
4096.0,1024.0,72,1728.6373,8345.8495,15639.4446,15984.8678,2260.1105,39.7166,42.273,68.8119,37.7892
4096.0,1024.0,96,1411.9738,10602.4486,19859.6251,20339.9782,6779.533,42.9918,46.948,25855.0617,46.3696
4096.0,1024.0,112,1310.1043,16135.9811,22121.1794,23138.3386,10035.8256,44.8513,50.8223,39702.2749,52.5628
4096.0,1024.0,128,1220.9584,24389.7762,83448.2873,84937.6018,14704.1517,33.1024,34.5864,556.198,30.5696
4096.0,1024.0,156,875.8424,86344.4005,138471.8923,139708.0398,48027.816,44.488,930.2143,25765.385,61.8597
4096.0,1024.0,200,1162.7792,95343.2176,128535.1864,164507.3008,47829.8045,46.1186,369.4332,1159.565,48.6391
4096.0,1024.0,256,1308.2978,152653.8734,159350.7407,161200.9353,69089.5356,43.033,45.6643,1027.7868,42.3415
4096.0,1024.0,300,1193.6059,162651.3321,168831.6472,169845.7593,83392.1816,44.525,352.2679,48411.8117,57.4444
8192.0,1024.0,1,12.4964,103878.4986,105137.0881,105276.9314,41468.6574,42.8658,924.1363,2059.1637,37.9733
8192.0,1024.0,4,39.6652,94891.229,95081.8375,95126.1858,55343.0456,43.7813,49.7339,956.4606,46.6602
8192.0,1024.0,8,89.0021,152607.3784,153689.1268,153729.7397,49618.9339,43.4891,46.4655,21731.1293,39.4128
8192.0,1024.0,16,64.1186,212524.0825,216153.1964,216153.3406,194065.4743,34.8342,933.8951,967.7337,48.7644
8192.0,1024.0,24,716.7866,6344.5349,11682.0805,11791.5763,1841.4994,31.6765,33.2535,59.6228,30.7077
8192.0,1024.0,32,884.1816,9314.6022,16343.1689,16413.1812,2290.9328,33.4455,34.5192,60.3285,32.5525
8192.0,1024.0,40,1007.9758,10875.4685,19524.5041,19525.4172,2660.1975,36.4028,37.7689,62.0648,35.3853
8192.0,1024.0,50,857.333,13397.8208,24576.7649,25204.5375,5165.2921,41.3564,43.4882,16451.0462,41.8598
8192.0,1024.0,64,654.1138,28649.8981,77697.7174,78128.1849,17390.0651,29.7941,35.1655,54.2336,27.7057
8192.0,1024.0,72,683.1133,74735.6627,78928.1645,80258.7884,24229.6537,30.7821,34.4365,49.2073,29.7823
8192.0,1024.0,96,743.3914,90706.1454,95247.5077,95329.3906,43802.9587,38.1234,40.1303,71.3132,36.861
8192.0,1024.0,112,686.7458,95019.5324,143173.3125,144983.9252,51174.8787,26.1056,37.3793,41.9346,24.9341
8192.0,1024.0,128,730.35,142918.3117,150267.7359,151584.6666,62317.5982,30.9281,33.5906,47.8368,30.2499
8192.0,1024.0,156,770.7093,156435.3961,164988.478,166206.4509,79250.7811,41.2128,42.5324,13473.7436,40.4642
8192.0,1024.0,200,764.6844,222306.0226,232985.7804,234687.2196,109335.452,36.4353,37.8822,67.6811,35.557
8192.0,1024.0,256,742.0954,291819.6853,304917.061,309420.4723,149430.1572,41.0234,42.4653,21009.8714,41.3341
8192.0,1024.0,300,753.1585,357911.0404,371530.3003,374028.3567,179216.3391,35.7994,37.2453,63.3463,34.9795
