输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,72.7294,546.3571,546.4686,546.481,545.8616,13.4292,13.6274,14.453,13.305
2048,1200,4,248.398,2104.7406,2105.2791,2105.339,1909.4081,14.5139,14.8049,16.788,14.3637
2048,1200,8,414.6543,4237.136,4238.9742,4239.2365,4114.2856,16.0257,16.1819,298.638,15.7752
4096,1200,1,68.7923,1086.2607,1086.8881,1086.9578,1083.4724,13.7372,13.9624,15.1168,13.6441
4096,1200,4,215.0639,4260.9597,4262.4333,4262.597,4032.5916,15.3072,15.4683,18.0805,15.0597
4096,1200,8,332.2267,8596.9028,8599.3662,8599.7451,8455.1578,17.1919,17.3921,21.4409,16.938
8192,1200,1,43.7154,2235.7341,2236.2624,2236.3211,2233.3862,21.1933,21.719,23.0932,21.0315
8192,1200,4,138.861,8790.4287,8791.2198,8791.3077,8525.7019,21.6541,22.2502,26.0461,21.4992
8192,1200,8,218.3826,17641.7291,17648.8259,17649.9765,16145.1513,22.2665,22.6508,29.2908,21.9588
8192,1200,16,272.888,35587.8278,35602.1185,35607.452,27643.7409,29.7061,30.2904,45.472,28.9822
8192,1200,32,306.4988,70115.3356,71193.7117,71217.2847,46643.5678,46.3376,46.9992,369.7175,45.1306
8192,1200,64,279.3329,239561.6601,245011.3596,245124.7326,95370.1214,27.1927,28.0698,30.3978,25.2697
12000,1200,1,41.9048,3369.3515,3371.064,3371.2543,3361.7406,21.2208,21.7097,23.7927,21.0794
12000,1200,4,122.7084,13226.8677,13237.9566,13239.1887,11700.1503,21.7306,22.4109,27.2436,21.5871
12000,1200,8,172.899,25973.908,26428.126,26430.0863,20196.7023,24.6507,25.1138,33.8227,24.2591
16000,1200,1,40.2256,4584.327,4586.1646,4586.3688,4576.1601,21.2178,21.6963,23.3941,21.0636
16000,1200,4,109.0845,18075.2618,18109.0927,18112.8516,16185.1782,21.7559,22.3582,28.7994,21.6111
16000,1200,8,139.7002,35832.4649,36355.5103,36361.2948,28055.2872,27.4026,27.7841,39.0203,26.996
20000,1200,1,38.6403,5873.8283,5876.9158,5877.2588,5860.1063,21.1739,21.7288,24.2399,21.0126
20000,1200,4,96.0467,23064.721,23135.2611,23143.0988,18027.6854,22.6146,23.069,31.0911,22.4175
20000,1200,8,116.3962,46069.9596,46592.9288,46598.9102,30448.2933,30.2712,30.8108,283.0488,29.9244
