输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048,1200,1,84.1524,431.6323,433.4094,433.6068,423.734,11.6387,11.9894,12.9374,11.5394
2048,1200,4,295.2129,1546.0349,1546.6426,1546.7102,1405.0907,12.4381,12.9001,16.2782,12.2715
2048,1200,8,504.3969,3100.3336,3100.6265,3100.6619,3010.3748,13.4555,13.7243,17.147,13.2873
4096,1200,1,81.4404,803.0709,803.2313,803.2491,802.358,11.7396,12.0552,15.1813,11.62
4096,1200,4,262.301,3102.4262,3102.988,3103.0504,2934.1935,12.7658,13.1085,15.1246,12.6769
4096,1200,8,413.6674,6350.4963,6353.2639,6353.6506,6250.4343,14.3242,14.7067,18.5978,14.0594
8192,1200,1,42.1847,1644.2716,1645.0395,1645.1248,1640.8589,22.4753,26.8855,27.9075,22.3543
8192,1200,4,142.8866,6402.6665,6402.88,6402.9038,6208.377,22.8678,23.5129,27.1924,22.678
8192,1200,8,235.7514,12957.513,12959.0874,12959.2595,11867.1997,23.2344,24.0764,340.842,23.1552
8192,1200,16,356.0918,25843.6667,25872.4415,25872.8305,20092.8132,23.5938,24.2864,39.3505,23.3898
8192,1200,32,412.6545,51124.1874,51881.8435,51882.5432,34005.431,34.8664,35.5004,411.085,34.3379
8192,1200,64,443.6868,103089.6138,103987.112,104055.334,60565.7976,58.9298,62.4953,403.3968,57.6198
12000,1200,1,41.1923,2431.9305,2432.5504,2432.6193,2429.1755,22.4062,23.8945,27.0772,22.2683
12000,1200,4,130.7212,9534.1136,9537.1411,9537.4775,8436.9565,22.859,23.4675,28.4436,22.6693
12000,1200,8,205.0769,18840.6731,19170.0997,19172.8912,14664.3491,23.2587,24.0928,32.4064,23.0453
16000,1200,1,39.9858,3300.6151,3300.8905,3300.9211,3299.3909,22.4517,23.05,26.862,22.2759
16000,1200,4,119.4066,12984.6805,13002.8058,13004.8197,11641.2928,22.864,23.5249,29.6734,22.686
16000,1200,8,178.2437,25759.7443,26128.9163,26130.3457,20175.4373,23.3235,24.1835,36.1629,23.1215
20000,1200,1,38.8646,4247.2346,4251.1293,4251.562,4229.9249,22.4092,23.0031,27.7222,22.2241
20000,1200,4,109.7968,16464.7775,16489.2182,16491.9338,12874.9896,22.9262,23.4612,31.7652,22.7122
20000,1200,8,156.8389,32864.0659,33253.2681,33265.5421,21736.5923,23.5511,24.3101,37.3292,23.3233
