输入长度,输出长度,并发数,输出tokens总吞吐,首tokens时延TP90（ms）,首tokens时延TP99（ms）,最大首tokens时延（ms）,平均首tokens时延（ms）,增量时延TP90（ms）,增量时延TP99（ms）,最大增量时延（ms）,平均增量时延（ms）
2048.0,1200.0,1,77.9195,113.8867,114.7055,114.7965,110.2475,14.4038,16.5583,31.7447,12.7522
2048.0,1200.0,4,265.4422,323.5537,323.749,323.7707,313.2122,15.969,19.1155,34.3735,14.8195
2048.0,1200.0,8,507.3766,595.0199,595.3102,595.3522,588.7805,16.4104,20.2548,442.2732,15.2857
4096.0,1200.0,1,72.2036,197.9746,200.4057,200.6758,187.1697,14.8686,17.688,32.4861,13.7051
4096.0,1200.0,4,255.6037,571.86,572.7297,572.8263,536.4214,16.3053,19.2907,37.6493,15.2072
4096.0,1200.0,8,464.5949,1116.4982,1126.4752,1128.22,1108.1256,17.3782,20.3618,33.5339,16.2871
8192.0,1200.0,1,70.4858,340.6882,342.2721,342.448,333.6491,15.2017,17.9505,34.0584,13.92
8192.0,1200.0,4,244.3204,1157.6285,1158.7362,1158.8593,1146.2099,16.8173,20.9481,36.0091,15.4088
8192.0,1200.0,8,399.716,2298.9328,2305.9961,2306.0487,2075.4028,18.6994,22.4614,35.7418,18.1095
12000.0,1200.0,1,67.3618,474.3559,475.0558,475.1336,471.2453,15.7663,19.2953,33.5319,14.4642
12000.0,1200.0,4,223.5021,1753.5483,1756.1161,1756.4014,1743.0353,17.5954,21.182,36.2854,16.4374
12000.0,1200.0,8,352.5446,3474.8542,3481.0934,3481.1342,2938.986,20.4881,25.4631,42.3453,19.7853
16000.0,1200.0,1,68.2338,629.4872,629.9453,629.9962,627.451,15.3569,18.5701,32.9148,14.1421
16000.0,1200.0,4,212.1607,2505.3326,2508.0639,2508.3674,2469.0863,17.402,21.6205,36.3438,16.7789
16000.0,1200.0,8,294.3669,4900.6424,4911.7355,4912.1393,4050.1165,24.8838,29.6424,494.9061,23.0783
20000.0,1200.0,1,68.0889,817.5437,819.2281,819.4152,810.0578,15.9925,18.2336,36.0865,14.0219
20000.0,1200.0,4,190.5353,3156.6724,3170.4015,3171.927,2656.8005,19.4433,22.9431,40.8499,18.3786
20000.0,1200.0,8,259.4304,6200.6753,6227.7396,6229.8258,4549.1311,26.487,31.2589,49.4346,25.647
